epoch,train_loss,val_mIoU,best_iou,epoch_time_s
1,0.240799,0.024731,0.024731,21.69
2,0.104353,0.026095,0.026095,17.89
3,0.088905,0.075321,0.075321,18.05
4,0.083086,0.098617,0.098617,17.55
5,0.077715,0.107794,0.107794,18.08
6,0.074662,0.111860,0.111860,17.99
7,0.071000,0.118548,0.118548,18.40
