epoch,train_loss,val_mIoU_seg,val_mIoU_obb,best_iou_seg,epoch_time_s
108,0.010863,0.797315,0.733061,0.804006,37.96
109,0.010994,0.788919,0.717661,0.804006,38.09
110,0.011283,0.782304,0.706034,0.804006,37.82
111,0.010956,0.786265,0.714779,0.804006,38.01
112,0.011435,0.805635,0.751745,0.805635,38.07
113,0.011146,0.811417,0.746675,0.811417,36.46
114,0.011058,0.789443,0.722651,0.811417,38.39
115,0.010872,0.812759,0.751693,0.812759,36.93
116,0.010932,0.778129,0.708978,0.812759,38.85
117,0.011096,0.786747,0.717354,0.812759,37.55
118,0.011148,0.793498,0.723526,0.812759,38.21
119,0.010825,0.803508,0.742149,0.812759,38.19
120,0.011258,0.792026,0.715674,0.812759,37.83
121,0.010725,0.801742,0.741807,0.812759,38.23
122,0.011362,0.801056,0.731007,0.812759,38.07
123,0.010865,0.806473,0.737775,0.812759,37.41
124,0.010795,0.795909,0.726732,0.812759,37.85
125,0.011139,0.779879,0.707284,0.812759,38.22
126,0.010740,0.781789,0.713272,0.812759,38.80
127,0.010401,0.804892,0.731441,0.812759,37.97
128,0.010529,0.792673,0.723858,0.812759,38.30
129,0.011038,0.800206,0.731935,0.812759,38.31
130,0.010901,0.804665,0.738105,0.812759,38.29
131,0.010767,0.810046,0.741603,0.812759,37.69
132,0.010669,0.799180,0.728345,0.812759,38.68
133,0.010176,0.804664,0.734400,0.812759,37.46
134,0.010809,0.790767,0.719644,0.812759,38.71
135,0.011216,0.800153,0.730975,0.812759,38.74
136,0.010738,0.801091,0.732627,0.812759,37.92
137,0.010737,0.802611,0.730508,0.812759,37.42
138,0.010821,0.803073,0.732879,0.812759,37.42
139,0.010776,0.793003,0.722214,0.812759,37.71
140,0.010641,0.795991,0.723286,0.812759,37.60
141,0.010625,0.797833,0.728909,0.812759,38.25
142,0.010589,0.799587,0.731043,0.812759,38.12
143,0.010695,0.803063,0.733861,0.812759,37.60
144,0.010774,0.801165,0.731801,0.812759,37.93
145,0.011111,0.799824,0.728852,0.812759,38.13
146,0.010289,0.809082,0.733122,0.812759,37.47
147,0.010686,0.799965,0.730914,0.812759,37.76
148,0.010875,0.795341,0.728383,0.812759,38.42
149,0.010803,0.804612,0.731412,0.812759,37.16
150,0.010432,0.802067,0.730994,0.812759,36.79
