epoch,train_loss,val_mIoU,best_iou,epoch_time_s
137,0.022457,0.653779,0.666933,48.82
138,0.023031,0.644332,0.666933,48.86
139,0.022747,0.657765,0.666933,49.21
140,0.022079,0.656470,0.666933,48.69
141,0.022292,0.648459,0.666933,49.16
142,0.022661,0.664866,0.666933,48.83
143,0.022237,0.618138,0.666933,48.76
144,0.022330,0.653691,0.666933,48.99
145,0.022572,0.643726,0.666933,49.19
146,0.022454,0.631557,0.666933,48.76
147,0.022135,0.653517,0.666933,48.90
148,0.022464,0.661570,0.666933,48.66
149,0.022137,0.667760,0.667760,49.10
150,0.022204,0.669527,0.669527,49.26
151,0.021999,0.620965,0.669527,48.99
152,0.022244,0.663296,0.669527,48.86
153,0.022010,0.638833,0.669527,49.11
154,0.022345,0.663410,0.669527,48.91
155,0.022324,0.653612,0.669527,49.13
156,0.021923,0.662800,0.669527,48.97
157,0.022078,0.658353,0.669527,48.62
158,0.021497,0.665262,0.669527,48.85
159,0.021636,0.666697,0.669527,48.68
160,0.021815,0.659750,0.669527,48.98
161,0.021813,0.650522,0.669527,49.01
162,0.021804,0.632302,0.669527,49.22
163,0.022030,0.644320,0.669527,48.68
164,0.022080,0.659800,0.669527,48.90
165,0.021370,0.669185,0.669527,48.70
166,0.021292,0.660778,0.669527,49.17
167,0.021934,0.655818,0.669527,48.80
168,0.021761,0.661267,0.669527,48.76
169,0.021761,0.646830,0.669527,49.07
170,0.021582,0.657389,0.669527,48.77
171,0.021544,0.673395,0.673395,48.92
172,0.021929,0.669004,0.673395,48.81
173,0.021529,0.667730,0.673395,49.30
174,0.021295,0.667747,0.673395,49.00
175,0.021503,0.666018,0.673395,48.80
176,0.021419,0.667345,0.673395,48.91
177,0.021361,0.666687,0.673395,48.56
178,0.021600,0.663507,0.673395,49.03
179,0.021320,0.670414,0.673395,49.38
180,0.021320,0.626844,0.673395,48.52
181,0.021722,0.660709,0.673395,48.96
182,0.021252,0.681291,0.681291,48.68
183,0.021169,0.659895,0.681291,48.76
184,0.021169,0.654437,0.681291,48.66
185,0.021247,0.640953,0.681291,48.83
186,0.021258,0.667971,0.681291,48.76
187,0.020996,0.668652,0.681291,48.71
188,0.021329,0.657563,0.681291,49.01
189,0.021015,0.633708,0.681291,49.07
190,0.021117,0.675518,0.681291,48.88
191,0.021550,0.640612,0.681291,48.73
192,0.021134,0.639149,0.681291,49.08
193,0.020979,0.665359,0.681291,48.81
194,0.020709,0.679525,0.681291,49.12
195,0.020960,0.663240,0.681291,48.70
196,0.020832,0.670894,0.681291,48.77
197,0.021111,0.655018,0.681291,48.70
198,0.020930,0.650701,0.681291,48.60
199,0.021313,0.656452,0.681291,49.10
200,0.020920,0.659882,0.681291,48.82
201,0.020837,0.675441,0.681291,48.84
202,0.020822,0.665639,0.681291,48.75
203,0.020768,0.667889,0.681291,48.98
204,0.021123,0.669544,0.681291,48.77
205,0.020550,0.675290,0.681291,48.81
206,0.020675,0.637851,0.681291,48.80
207,0.020719,0.668218,0.681291,48.81
208,0.020729,0.669110,0.681291,49.09
209,0.021058,0.655013,0.681291,48.86
210,0.020695,0.641097,0.681291,49.04
211,0.020784,0.678206,0.681291,49.05
212,0.021333,0.678481,0.681291,48.96
213,0.020398,0.661734,0.681291,48.84
214,0.020647,0.675787,0.681291,48.84
215,0.020393,0.664106,0.681291,48.84
216,0.021020,0.621525,0.681291,48.82
217,0.020438,0.666305,0.681291,48.67
218,0.020716,0.663093,0.681291,49.23
219,0.020415,0.679119,0.681291,49.10
220,0.020646,0.643329,0.681291,49.04
221,0.020507,0.657748,0.681291,48.83
222,0.020736,0.666939,0.681291,49.11
223,0.021247,0.645729,0.681291,48.75
224,0.020292,0.659091,0.681291,49.06
225,0.020820,0.643554,0.681291,48.79
226,0.020360,0.669110,0.681291,48.85
227,0.020567,0.614202,0.681291,49.14
228,0.020240,0.678776,0.681291,48.75
229,0.020413,0.678125,0.681291,48.70
230,0.020706,0.663624,0.681291,49.00
231,0.020906,0.670769,0.681291,49.25
232,0.020467,0.656266,0.681291,48.88
233,0.020194,0.653888,0.681291,49.21
234,0.020620,0.670710,0.681291,49.18
235,0.020198,0.678268,0.681291,49.17
236,0.020179,0.652069,0.681291,49.10
237,0.020105,0.676452,0.681291,49.23
238,0.020250,0.668638,0.681291,49.04
239,0.020240,0.636063,0.681291,49.19
240,0.020463,0.672690,0.681291,49.29
241,0.020432,0.645728,0.681291,49.06
242,0.020016,0.668892,0.681291,48.68
243,0.020581,0.673422,0.681291,48.93
244,0.020283,0.669545,0.681291,49.27
245,0.020196,0.677074,0.681291,48.62
246,0.020625,0.677531,0.681291,48.80
247,0.020591,0.671227,0.681291,49.30
248,0.020330,0.656859,0.681291,48.93
249,0.019860,0.646309,0.681291,48.84
250,0.020134,0.654853,0.681291,48.60
251,0.020576,0.666948,0.681291,48.58
252,0.019921,0.672062,0.681291,49.13
253,0.020602,0.658236,0.681291,48.87
254,0.020239,0.664727,0.681291,49.04
255,0.020489,0.679229,0.681291,48.70
256,0.020439,0.679458,0.681291,48.72
257,0.019997,0.672731,0.681291,49.01
258,0.020558,0.670259,0.681291,48.87
259,0.020337,0.673150,0.681291,49.13
260,0.020199,0.671571,0.681291,48.80
261,0.020171,0.675985,0.681291,48.81
262,0.020136,0.678186,0.681291,49.13
263,0.020138,0.679939,0.681291,48.96
264,0.020363,0.654050,0.681291,48.92
265,0.020244,0.681388,0.681388,48.62
266,0.020013,0.674950,0.681388,49.01
267,0.019888,0.657995,0.681388,48.69
268,0.020035,0.668190,0.681388,49.17
269,0.019913,0.665740,0.681388,48.97
270,0.019718,0.678663,0.681388,49.07
271,0.019934,0.683860,0.683860,49.09
272,0.019955,0.683446,0.683860,49.13
273,0.020354,0.669964,0.683860,48.65
274,0.020321,0.694892,0.694892,48.99
275,0.019740,0.674346,0.694892,48.65
276,0.019762,0.678423,0.694892,48.91
277,0.019857,0.668561,0.694892,48.91
278,0.019823,0.657727,0.694892,48.97
279,0.019793,0.681980,0.694892,49.26
280,0.019628,0.672965,0.694892,49.07
281,0.020095,0.660196,0.694892,48.97
282,0.019814,0.661888,0.694892,48.58
283,0.020083,0.634447,0.694892,48.60
284,0.019807,0.680164,0.694892,48.81
285,0.019931,0.680290,0.694892,49.05
286,0.020032,0.651846,0.694892,49.03
287,0.019861,0.697836,0.697836,49.04
288,0.019982,0.670138,0.697836,49.26
289,0.019954,0.686035,0.697836,49.08
290,0.019765,0.655072,0.697836,48.85
291,0.019658,0.657487,0.697836,48.85
292,0.019602,0.664789,0.697836,48.60
293,0.019486,0.672606,0.697836,48.86
294,0.019680,0.659689,0.697836,49.38
295,0.019603,0.672184,0.697836,48.74
296,0.019589,0.672705,0.697836,48.69
297,0.019375,0.684381,0.697836,48.95
298,0.019425,0.664654,0.697836,48.86
299,0.019779,0.655026,0.697836,48.67
300,0.019630,0.660699,0.697836,48.93
301,0.019324,0.670245,0.697836,48.76
302,0.019618,0.674400,0.697836,48.78
303,0.019654,0.672142,0.697836,48.66
304,0.019422,0.687326,0.697836,49.10
305,0.019336,0.650824,0.697836,48.72
306,0.019735,0.682435,0.697836,49.24
307,0.019617,0.694767,0.697836,48.84
308,0.019999,0.666548,0.697836,49.01
309,0.019307,0.693189,0.697836,48.39
310,0.019447,0.630280,0.697836,48.77
311,0.019630,0.660767,0.697836,48.65
312,0.019724,0.672245,0.697836,49.16
313,0.019511,0.690846,0.697836,48.96
314,0.019348,0.668547,0.697836,48.96
315,0.019569,0.671530,0.697836,48.77
316,0.019342,0.663916,0.697836,49.09
317,0.019710,0.677560,0.697836,49.10
318,0.019428,0.671538,0.697836,49.06
319,0.019567,0.686023,0.697836,48.85
320,0.019354,0.668763,0.697836,48.95
321,0.019638,0.678054,0.697836,48.79
322,0.019571,0.634630,0.697836,48.75
323,0.019336,0.675951,0.697836,48.91
324,0.019637,0.677044,0.697836,48.99
325,0.019363,0.690439,0.697836,49.22
326,0.019222,0.678435,0.697836,48.97
327,0.019840,0.647017,0.697836,48.94
328,0.019139,0.664222,0.697836,48.99
329,0.019326,0.666484,0.697836,48.95
330,0.019291,0.677824,0.697836,48.97
331,0.019345,0.684831,0.697836,49.00
332,0.019602,0.670515,0.697836,49.13
333,0.019132,0.677261,0.697836,49.13
334,0.019532,0.678839,0.697836,49.00
335,0.019180,0.682766,0.697836,49.16
336,0.019261,0.701424,0.701424,48.80
337,0.019504,0.644289,0.701424,49.28
338,0.019056,0.680495,0.701424,49.22
339,0.019557,0.659788,0.701424,48.79
340,0.019190,0.662666,0.701424,48.58
341,0.018992,0.674009,0.701424,49.02
342,0.019294,0.690534,0.701424,48.90
343,0.019789,0.690808,0.701424,49.18
344,0.019245,0.672225,0.701424,48.63
345,0.019135,0.685393,0.701424,49.08
346,0.019030,0.687931,0.701424,48.59
347,0.019202,0.686962,0.701424,49.01
348,0.019049,0.687063,0.701424,48.81
349,0.019274,0.674167,0.701424,49.12
350,0.018910,0.698735,0.701424,48.76
351,0.019060,0.630250,0.701424,48.98
352,0.019030,0.645428,0.701424,49.24
353,0.018748,0.681092,0.701424,48.75
354,0.019051,0.658059,0.701424,49.10
355,0.019132,0.685485,0.701424,48.80
356,0.018979,0.684601,0.701424,49.07
357,0.018988,0.660991,0.701424,48.66
358,0.018756,0.691765,0.701424,49.01
359,0.019095,0.661249,0.701424,49.15
360,0.018910,0.667360,0.701424,48.82
361,0.018989,0.670523,0.701424,48.75
362,0.018963,0.657207,0.701424,49.59
363,0.018937,0.691869,0.701424,48.83
364,0.018863,0.679379,0.701424,49.08
365,0.019119,0.665574,0.701424,49.23
366,0.018769,0.644559,0.701424,48.95
367,0.018658,0.662744,0.701424,49.03
368,0.018853,0.688751,0.701424,49.35
369,0.019618,0.682041,0.701424,49.27
370,0.019051,0.675220,0.701424,48.69
371,0.018576,0.691834,0.701424,48.96
372,0.018932,0.680503,0.701424,49.32
373,0.019297,0.692133,0.701424,49.16
374,0.019398,0.690442,0.701424,48.86
375,0.018686,0.674032,0.701424,48.94
376,0.018978,0.691003,0.701424,48.51
377,0.019139,0.673895,0.701424,49.01
378,0.018688,0.667378,0.701424,49.12
379,0.018844,0.684382,0.701424,48.87
380,0.018714,0.692489,0.701424,49.01
381,0.018560,0.681493,0.701424,49.03
382,0.018717,0.681345,0.701424,48.72
383,0.018548,0.670714,0.701424,48.78
384,0.019287,0.683743,0.701424,48.76
385,0.019665,0.653243,0.701424,48.79
386,0.018611,0.674071,0.701424,48.99
387,0.019092,0.687530,0.701424,48.68
388,0.018714,0.680571,0.701424,48.75
389,0.018667,0.678158,0.701424,48.94
390,0.018828,0.681466,0.701424,48.93
391,0.019010,0.678993,0.701424,48.94
392,0.018742,0.675837,0.701424,48.92
393,0.019388,0.685327,0.701424,48.76
394,0.018402,0.670857,0.701424,48.56
395,0.018463,0.684512,0.701424,48.95
396,0.018543,0.674965,0.701424,49.06
397,0.019164,0.685196,0.701424,49.03
398,0.019032,0.688650,0.701424,48.68
399,0.019048,0.643091,0.701424,49.14
400,0.018544,0.671215,0.701424,49.01
401,0.018974,0.695138,0.701424,49.09
402,0.018683,0.670960,0.701424,48.95
403,0.018947,0.672420,0.701424,48.87
404,0.018736,0.691289,0.701424,48.91
405,0.018844,0.665608,0.701424,48.88
406,0.018320,0.683991,0.701424,49.09
407,0.018559,0.690255,0.701424,48.94
408,0.018622,0.692688,0.701424,49.31
409,0.020268,0.673737,0.701424,49.37
410,0.018625,0.689465,0.701424,48.95
411,0.018248,0.677035,0.701424,49.48
412,0.018448,0.681532,0.701424,48.96
413,0.019083,0.652062,0.701424,49.08
414,0.018612,0.683257,0.701424,48.86
415,0.019601,0.677925,0.701424,48.76
416,0.018687,0.694485,0.701424,49.12
417,0.018638,0.707979,0.707979,49.17
418,0.018366,0.694107,0.707979,49.47
419,0.018325,0.643564,0.707979,48.82
420,0.018587,0.683866,0.707979,48.90
421,0.018571,0.679397,0.707979,48.78
422,0.018502,0.672006,0.707979,48.94
423,0.018381,0.684303,0.707979,48.98
424,0.018219,0.683233,0.707979,49.09
425,0.018580,0.668039,0.707979,48.93
426,0.018587,0.692084,0.707979,49.32
427,0.018226,0.675377,0.707979,48.72
428,0.018736,0.675712,0.707979,48.74
429,0.018234,0.690858,0.707979,49.28
430,0.018363,0.684848,0.707979,48.80
431,0.018436,0.680393,0.707979,49.11
432,0.018734,0.640075,0.707979,49.08
433,0.018363,0.679460,0.707979,49.21
434,0.018438,0.684539,0.707979,49.20
435,0.018293,0.655203,0.707979,48.89
436,0.018244,0.646977,0.707979,48.60
437,0.018272,0.696896,0.707979,49.00
438,0.018751,0.700717,0.707979,49.05
439,0.018301,0.682665,0.707979,48.71
440,0.018437,0.687696,0.707979,48.87
441,0.018329,0.664109,0.707979,48.68
442,0.018794,0.683132,0.707979,49.20
443,0.018196,0.684301,0.707979,48.99
444,0.018365,0.675389,0.707979,48.39
445,0.018070,0.689567,0.707979,48.70
446,0.018453,0.686428,0.707979,49.05
447,0.018017,0.694008,0.707979,48.91
448,0.018683,0.693957,0.707979,48.68
449,0.018620,0.657290,0.707979,48.72
450,0.018128,0.696336,0.707979,48.92
451,0.018179,0.675180,0.707979,48.88
452,0.017930,0.687868,0.707979,49.13
453,0.019279,0.607914,0.707979,48.88
454,0.018479,0.694019,0.707979,48.73
455,0.018738,0.625743,0.707979,48.99
456,0.018717,0.679643,0.707979,49.03
457,0.018773,0.669223,0.707979,49.10
458,0.018233,0.695056,0.707979,49.01
459,0.021091,0.678628,0.707979,49.08
460,0.018791,0.675605,0.707979,49.09
461,0.017908,0.697271,0.707979,48.71
462,0.018104,0.674038,0.707979,48.74
463,0.018208,0.661530,0.707979,48.68
464,0.017874,0.671268,0.707979,48.80
465,0.018361,0.612143,0.707979,48.98
466,0.018260,0.690632,0.707979,48.56
467,0.018462,0.690761,0.707979,48.94
468,0.018239,0.700557,0.707979,48.83
469,0.018136,0.676133,0.707979,49.41
470,0.017872,0.690109,0.707979,48.88
471,0.017979,0.685823,0.707979,48.99
472,0.018261,0.657279,0.707979,49.08
473,0.018080,0.687741,0.707979,48.82
474,0.018112,0.679840,0.707979,48.71
475,0.017935,0.681592,0.707979,49.01
476,0.018317,0.691488,0.707979,48.73
477,0.017879,0.674467,0.707979,48.63
478,0.018035,0.683503,0.707979,49.21
479,0.017791,0.663858,0.707979,48.64
480,0.019005,0.685964,0.707979,48.73
481,0.018396,0.665568,0.707979,48.96
482,0.018032,0.682755,0.707979,48.84
483,0.018084,0.664522,0.707979,48.92
484,0.018001,0.689158,0.707979,48.69
485,0.018018,0.687207,0.707979,49.24
486,0.017726,0.696985,0.707979,48.87
487,0.018318,0.683781,0.707979,48.88
488,0.017714,0.681025,0.707979,48.80
489,0.017639,0.691878,0.707979,48.77
490,0.017739,0.686804,0.707979,48.60
491,0.018009,0.686267,0.707979,49.01
492,0.017439,0.684873,0.707979,48.97
493,0.017873,0.681480,0.707979,49.04
494,0.017698,0.692544,0.707979,49.19
495,0.017728,0.688440,0.707979,49.34
496,0.017615,0.586899,0.707979,48.82
497,0.017614,0.686944,0.707979,49.15
498,0.017844,0.698177,0.707979,48.77
499,0.017823,0.683088,0.707979,48.76
500,0.017760,0.691156,0.707979,49.03
501,0.017716,0.683801,0.707979,48.76
502,0.017713,0.686337,0.707979,49.02
503,0.017446,0.630686,0.707979,48.89
504,0.017878,0.701462,0.707979,48.98
505,0.017287,0.701164,0.707979,48.76
506,0.017647,0.690849,0.707979,48.55
507,0.017681,0.687414,0.707979,48.84
508,0.017793,0.710716,0.710716,49.08
509,0.017945,0.681297,0.710716,49.11
510,0.017275,0.688068,0.710716,49.00
511,0.017634,0.666198,0.710716,49.03
512,0.017745,0.692071,0.710716,48.64
513,0.017583,0.677893,0.710716,48.89
514,0.017631,0.695768,0.710716,48.61
515,0.017766,0.639902,0.710716,48.79
516,0.017732,0.680842,0.710716,48.57
517,0.017606,0.687943,0.710716,48.93
518,0.017627,0.691780,0.710716,48.90
519,0.017571,0.698419,0.710716,49.06
520,0.017640,0.679924,0.710716,48.82
521,0.017495,0.687054,0.710716,48.91
522,0.017682,0.696066,0.710716,48.97
523,0.017727,0.697400,0.710716,48.77
524,0.017630,0.692893,0.710716,49.24
525,0.017800,0.679793,0.710716,49.10
526,0.017519,0.668798,0.710716,49.00
527,0.017644,0.684099,0.710716,48.81
528,0.018129,0.704428,0.710716,48.66
529,0.017588,0.694606,0.710716,49.21
530,0.017469,0.685448,0.710716,48.79
531,0.017355,0.681657,0.710716,48.78
532,0.017533,0.690648,0.710716,48.94
533,0.017675,0.693475,0.710716,48.73
534,0.017330,0.689397,0.710716,48.84
535,0.017383,0.694530,0.710716,49.08
536,0.017434,0.684115,0.710716,49.00
537,0.017564,0.686037,0.710716,48.84
538,0.017248,0.649556,0.710716,48.91
539,0.017731,0.685179,0.710716,48.98
540,0.017633,0.684046,0.710716,48.68
541,0.017343,0.664786,0.710716,48.63
542,0.017907,0.693778,0.710716,49.35
543,0.017350,0.691847,0.710716,49.14
544,0.017357,0.690395,0.710716,49.30
545,0.017326,0.643956,0.710716,48.69
546,0.017825,0.687157,0.710716,48.63
547,0.017461,0.676962,0.710716,48.76
548,0.017154,0.679954,0.710716,49.20
549,0.017567,0.664557,0.710716,48.57
550,0.017500,0.664100,0.710716,48.92
551,0.017361,0.586389,0.710716,48.66
552,0.017765,0.680365,0.710716,49.23
553,0.017537,0.682531,0.710716,49.33
554,0.017291,0.675140,0.710716,49.15
555,0.017480,0.683328,0.710716,49.16
556,0.017230,0.693585,0.710716,48.96
557,0.017054,0.684236,0.710716,49.10
558,0.017399,0.695359,0.710716,48.88
559,0.017019,0.687317,0.710716,48.79
560,0.017444,0.674406,0.710716,49.43
561,0.017532,0.687637,0.710716,48.79
562,0.017289,0.667730,0.710716,49.33
563,0.017393,0.694863,0.710716,49.07
564,0.017067,0.697982,0.710716,49.29
565,0.017635,0.637381,0.710716,48.69
566,0.017470,0.681413,0.710716,49.07
567,0.017245,0.680384,0.710716,48.77
568,0.017477,0.663563,0.710716,48.78
569,0.017469,0.685168,0.710716,48.79
570,0.017282,0.655390,0.710716,49.19
571,0.017229,0.679084,0.710716,48.91
572,0.017100,0.689114,0.710716,48.81
573,0.017220,0.699800,0.710716,48.72
574,0.017029,0.696614,0.710716,48.84
575,0.017485,0.694777,0.710716,48.89
576,0.017055,0.683875,0.710716,48.82
577,0.017080,0.657042,0.710716,48.84
578,0.017356,0.699431,0.710716,48.84
579,0.017294,0.676618,0.710716,48.92
580,0.017548,0.669928,0.710716,48.88
581,0.017460,0.688463,0.710716,49.34
582,0.017115,0.680769,0.710716,48.88
583,0.017167,0.681404,0.710716,48.96
584,0.017243,0.689103,0.710716,48.99
585,0.017094,0.685999,0.710716,48.83
586,0.017444,0.687643,0.710716,48.79
587,0.017297,0.673973,0.710716,48.63
588,0.017151,0.669183,0.710716,48.62
589,0.016931,0.664765,0.710716,49.19
590,0.017148,0.687869,0.710716,49.08
591,0.017130,0.681298,0.710716,48.68
592,0.017354,0.678420,0.710716,49.00
593,0.017443,0.704633,0.710716,49.05
594,0.017140,0.670914,0.710716,48.68
595,0.017597,0.688977,0.710716,48.75
596,0.017089,0.697513,0.710716,48.71
597,0.017221,0.672369,0.710716,48.84
598,0.017168,0.673185,0.710716,49.37
599,0.017094,0.684737,0.710716,49.09
600,0.017019,0.670546,0.710716,49.16
601,0.017000,0.672513,0.710716,48.93
602,0.017334,0.680468,0.710716,49.18
603,0.017320,0.682341,0.710716,48.92
604,0.017336,0.688467,0.710716,48.76
605,0.016888,0.690524,0.710716,48.79
606,0.017194,0.683513,0.710716,48.84
607,0.017044,0.694351,0.710716,48.93
608,0.017006,0.688844,0.710716,48.69
609,0.017319,0.680114,0.710716,49.21
610,0.017091,0.681838,0.710716,49.09
611,0.017189,0.640532,0.710716,49.01
612,0.017207,0.681644,0.710716,49.14
613,0.017228,0.662133,0.710716,48.59
614,0.017246,0.700073,0.710716,48.76
615,0.016946,0.693424,0.710716,49.00
616,0.016872,0.699668,0.710716,48.86
617,0.016975,0.682767,0.710716,48.79
618,0.016964,0.689719,0.710716,49.12
619,0.017468,0.693736,0.710716,49.07
620,0.017038,0.702506,0.710716,48.75
621,0.016851,0.700929,0.710716,48.70
622,0.017038,0.665069,0.710716,49.16
623,0.017113,0.664318,0.710716,48.72
624,0.016991,0.675296,0.710716,49.25
625,0.016910,0.689972,0.710716,48.88
626,0.017105,0.693140,0.710716,48.97
627,0.017403,0.687712,0.710716,49.14
628,0.016536,0.665877,0.710716,49.10
629,0.017219,0.679802,0.710716,48.93
630,0.016910,0.691795,0.710716,49.25
631,0.016932,0.686433,0.710716,48.89
632,0.017309,0.687750,0.710716,48.70
633,0.017452,0.668093,0.710716,48.67
634,0.016888,0.696773,0.710716,48.81
635,0.016888,0.685527,0.710716,48.81
636,0.016863,0.680002,0.710716,48.85
637,0.017054,0.676685,0.710716,49.01
638,0.016939,0.694955,0.710716,49.10
639,0.016550,0.703513,0.710716,48.81
640,0.017058,0.695563,0.710716,48.88
641,0.016976,0.687168,0.710716,49.03
642,0.016871,0.702863,0.710716,48.96
643,0.017133,0.683882,0.710716,48.74
644,0.016718,0.688450,0.710716,48.84
645,0.017028,0.684593,0.710716,49.08
646,0.017210,0.688091,0.710716,49.26
647,0.016741,0.688838,0.710716,48.91
648,0.016913,0.690714,0.710716,48.74
649,0.016860,0.687004,0.710716,49.10
650,0.016650,0.698711,0.710716,49.04
651,0.016775,0.663493,0.710716,48.88
652,0.016867,0.688327,0.710716,49.30
653,0.016892,0.693813,0.710716,49.13
654,0.016757,0.692753,0.710716,48.95
655,0.016843,0.686386,0.710716,48.71
656,0.016770,0.684935,0.710716,48.79
657,0.016805,0.697094,0.710716,49.52
658,0.017026,0.698433,0.710716,48.95
659,0.016819,0.687926,0.710716,48.70
660,0.016568,0.692114,0.710716,49.72
661,0.016981,0.684791,0.710716,48.86
662,0.016811,0.682853,0.710716,48.91
663,0.016834,0.640332,0.710716,48.75
