epoch,train_loss,val_mIoU_seg,val_mIoU_obb,best_iou_seg,epoch_time_s
96,0.014129,0.716430,0.717863,0.736038,35.02
97,0.015179,0.452287,0.411907,0.736038,44.72
98,0.014144,0.687387,0.684250,0.736038,35.11
99,0.014173,0.645950,0.722805,0.736038,36.37
100,0.014613,0.679613,0.666117,0.736038,36.20
101,0.014253,0.649508,0.654063,0.736038,36.61
102,0.014786,0.670302,0.684518,0.736038,35.81
103,0.014225,0.712037,0.709607,0.736038,35.06
104,0.014616,0.684709,0.693650,0.736038,35.51
105,0.014203,0.729692,0.726388,0.736038,35.24
106,0.013972,0.726898,0.684167,0.736038,35.36
107,0.014301,0.710381,0.685814,0.736038,36.65
108,0.013211,0.689066,0.681324,0.736038,36.87
109,0.014294,0.678355,0.678374,0.736038,36.25
110,0.013593,0.705396,0.660394,0.736038,35.89
111,0.013556,0.666206,0.675764,0.736038,35.48
112,0.013652,0.716605,0.694790,0.736038,35.38
113,0.013662,0.709883,0.677469,0.736038,36.81
114,0.013481,0.707837,0.651459,0.736038,36.10
115,0.014144,0.678982,0.627309,0.736038,38.37
116,0.013259,0.677845,0.640009,0.736038,37.64
117,0.014648,0.668182,0.606384,0.736038,38.43
118,0.013386,0.695147,0.631808,0.736038,37.50
119,0.013351,0.650907,0.683054,0.736038,36.02
120,0.013452,0.563459,0.586624,0.736038,35.59
121,0.013818,0.716320,0.698742,0.736038,34.64
122,0.013682,0.667878,0.639159,0.736038,38.08
123,0.013731,0.724985,0.715465,0.736038,35.31
124,0.013193,0.662844,0.691546,0.736038,36.88
125,0.013596,0.642984,0.588423,0.736038,38.21
126,0.013250,0.635016,0.624768,0.736038,40.28
127,0.013838,0.618086,0.686893,0.736038,35.91
128,0.013131,0.620138,0.671504,0.736038,36.23
129,0.013471,0.717496,0.677442,0.736038,37.17
130,0.013515,0.618267,0.600579,0.736038,41.50
131,0.013244,0.683005,0.645201,0.736038,38.35
132,0.013397,0.723971,0.691294,0.736038,35.84
133,0.013520,0.712340,0.659505,0.736038,37.89
134,0.012536,0.687175,0.667942,0.736038,37.14
135,0.013526,0.687713,0.632429,0.736038,37.36
136,0.013219,0.671666,0.675270,0.736038,34.93
137,0.013205,0.684253,0.692914,0.736038,36.21
138,0.013476,0.725971,0.707712,0.736038,35.65
139,0.012769,0.738260,0.699886,0.738260,35.59
140,0.013252,0.659035,0.686355,0.738260,36.11
141,0.013425,0.716258,0.699349,0.738260,37.11
142,0.013144,0.660272,0.605302,0.738260,38.02
143,0.013369,0.738331,0.706696,0.738331,35.50
144,0.012532,0.708768,0.719297,0.738331,34.73
145,0.012999,0.728456,0.682516,0.738331,35.73
146,0.012915,0.592103,0.630379,0.738331,35.27
147,0.012933,0.717033,0.685621,0.738331,35.80
148,0.013644,0.702901,0.702522,0.738331,35.18
149,0.013081,0.712399,0.708488,0.738331,35.20
150,0.012936,0.690669,0.704344,0.738331,34.67
151,0.012908,0.702905,0.694685,0.738331,35.77
152,0.013029,0.675399,0.708906,0.738331,34.73
153,0.013210,0.664767,0.704588,0.738331,36.45
154,0.012702,0.746272,0.709919,0.746272,36.08
155,0.012819,0.657012,0.680752,0.746272,35.16
156,0.012913,0.696982,0.695322,0.746272,35.52
157,0.012753,0.728364,0.702365,0.746272,35.85
158,0.012967,0.603822,0.607111,0.746272,36.33
159,0.012598,0.626367,0.680715,0.746272,35.20
160,0.013090,0.716144,0.710349,0.746272,35.47
161,0.012824,0.704876,0.690739,0.746272,35.41
162,0.012775,0.697882,0.702914,0.746272,35.51
163,0.012829,0.690860,0.667680,0.746272,38.19
164,0.012516,0.717302,0.664769,0.746272,36.60
165,0.012846,0.699337,0.688883,0.746272,36.88
166,0.013186,0.719321,0.672027,0.746272,36.32
167,0.012769,0.744709,0.695814,0.746272,35.72
168,0.012886,0.733017,0.706568,0.746272,34.95
169,0.012655,0.694865,0.708030,0.746272,34.60
170,0.012543,0.623848,0.653784,0.746272,35.02
171,0.013059,0.711775,0.708018,0.746272,35.81
172,0.012610,0.718639,0.645677,0.746272,36.22
173,0.012957,0.575697,0.618305,0.746272,36.08
174,0.012298,0.604917,0.615837,0.746272,35.62
175,0.012446,0.578406,0.642537,0.746272,36.26
176,0.012600,0.757605,0.696322,0.757605,34.73
177,0.012892,0.732100,0.700121,0.757605,35.91
178,0.012868,0.722663,0.686207,0.757605,36.50
179,0.012414,0.718706,0.698523,0.757605,36.79
180,0.012736,0.704759,0.712383,0.757605,35.66
181,0.012354,0.700819,0.653154,0.757605,37.48
182,0.012806,0.700400,0.660461,0.757605,38.13
183,0.012347,0.673032,0.655758,0.757605,37.67
184,0.012399,0.656956,0.705629,0.757605,36.69
185,0.012842,0.726718,0.670193,0.757605,36.23
186,0.012711,0.733915,0.673375,0.757605,36.82
187,0.012951,0.732748,0.692695,0.757605,35.93
188,0.012914,0.686267,0.673838,0.757605,37.86
189,0.012332,0.722430,0.702869,0.757605,35.08
190,0.012214,0.613876,0.639427,0.757605,35.28
191,0.012784,0.681274,0.706837,0.757605,36.14
192,0.012135,0.713273,0.668008,0.757605,36.99
193,0.012198,0.732467,0.701871,0.757605,35.89
194,0.012102,0.719636,0.717578,0.757605,34.62
195,0.013153,0.712088,0.645075,0.757605,36.75
196,0.012062,0.735097,0.708461,0.757605,34.73
197,0.012578,0.737814,0.699873,0.757605,35.73
198,0.011858,0.747769,0.698526,0.757605,35.95
199,0.011830,0.705449,0.657501,0.757605,36.96
200,0.012709,0.671676,0.683417,0.757605,36.14
201,0.012054,0.704681,0.632070,0.757605,37.32
202,0.012081,0.728241,0.702194,0.757605,34.97
203,0.012218,0.713545,0.706443,0.757605,35.59
204,0.012112,0.737464,0.694262,0.757605,35.34
205,0.012463,0.722755,0.686832,0.757605,34.86
206,0.012234,0.745358,0.703179,0.757605,34.95
207,0.012012,0.734185,0.692286,0.757605,35.75
208,0.011802,0.748222,0.711796,0.757605,35.20
209,0.012339,0.728582,0.681085,0.757605,36.01
210,0.011807,0.748393,0.689732,0.757605,34.73
211,0.012186,0.757065,0.705844,0.757605,35.21
212,0.011983,0.727369,0.714462,0.757605,34.91
213,0.012347,0.707794,0.686870,0.757605,37.56
214,0.012067,0.714583,0.691366,0.757605,36.83
215,0.012041,0.747515,0.713789,0.757605,34.96
216,0.012173,0.674649,0.683334,0.757605,37.51
217,0.012193,0.731865,0.707708,0.757605,35.43
218,0.012163,0.727577,0.686899,0.757605,36.14
219,0.012513,0.691558,0.674605,0.757605,37.68
220,0.012105,0.723639,0.701979,0.757605,35.15
221,0.011826,0.731996,0.695716,0.757605,36.22
222,0.012184,0.750460,0.694544,0.757605,35.89
223,0.011603,0.751138,0.689073,0.757605,35.92
224,0.011311,0.635728,0.666167,0.757605,36.82
225,0.011532,0.730923,0.684825,0.757605,36.05
226,0.011611,0.732189,0.649522,0.757605,36.01
227,0.011671,0.711281,0.692894,0.757605,36.63
228,0.012026,0.701511,0.707954,0.757605,35.68
229,0.011959,0.746771,0.696965,0.757605,36.23
230,0.012283,0.643836,0.676385,0.757605,36.81
231,0.011967,0.723179,0.701021,0.757605,36.06
232,0.011594,0.718341,0.657272,0.757605,36.40
233,0.011941,0.751931,0.709022,0.757605,34.61
234,0.012072,0.689447,0.657823,0.757605,38.31
235,0.011734,0.700259,0.718555,0.757605,35.70
236,0.012117,0.725009,0.694008,0.757605,36.38
237,0.011657,0.723592,0.689891,0.757605,36.45
238,0.011744,0.722582,0.713716,0.757605,35.10
239,0.011854,0.740594,0.705508,0.757605,35.94
240,0.012465,0.694103,0.671303,0.757605,37.08
241,0.012038,0.584581,0.592397,0.757605,35.81
242,0.011791,0.725927,0.657215,0.757605,36.95
243,0.012244,0.715395,0.720898,0.757605,35.97
244,0.011187,0.701720,0.663277,0.757605,36.75
245,0.012253,0.671833,0.699262,0.757605,36.19
246,0.011581,0.705343,0.640118,0.757605,37.11
247,0.011767,0.721094,0.673954,0.757605,37.14
248,0.011830,0.741346,0.698848,0.757605,35.29
249,0.012007,0.739771,0.688807,0.757605,35.32
250,0.011591,0.733800,0.691271,0.757605,35.25
251,0.011805,0.738943,0.715762,0.757605,36.01
252,0.012249,0.661565,0.678006,0.757605,36.39
253,0.011925,0.729609,0.683561,0.757605,35.43
254,0.011341,0.718535,0.673954,0.757605,35.29
255,0.011486,0.696473,0.690569,0.757605,35.63
256,0.011866,0.732764,0.698931,0.757605,35.87
257,0.011563,0.731464,0.700792,0.757605,35.11
258,0.011580,0.760956,0.705576,0.760956,35.38
259,0.011641,0.685663,0.712386,0.760956,36.52
260,0.011529,0.735954,0.718057,0.760956,34.16
261,0.011452,0.661712,0.674849,0.760956,35.89
262,0.011469,0.734049,0.701158,0.760956,35.87
263,0.011538,0.755227,0.702292,0.760956,34.89
264,0.011725,0.735625,0.690036,0.760956,35.97
265,0.011269,0.654590,0.648057,0.760956,39.36
266,0.012305,0.314296,0.326372,0.760956,35.56
267,0.012069,0.733808,0.698074,0.760956,34.95
268,0.011762,0.677065,0.687604,0.760956,36.15
269,0.011757,0.719739,0.704783,0.760956,36.11
270,0.011492,0.665244,0.692698,0.760956,35.09
271,0.011949,0.716753,0.700138,0.760956,36.45
272,0.011493,0.718333,0.691453,0.760956,36.09
273,0.011477,0.642756,0.676430,0.760956,35.98
274,0.011794,0.670161,0.690591,0.760956,36.25
275,0.011642,0.750905,0.707453,0.760956,35.58
276,0.011648,0.731459,0.711833,0.760956,35.13
277,0.011285,0.666141,0.632291,0.760956,39.20
278,0.011430,0.739216,0.690810,0.760956,35.48
279,0.011775,0.664615,0.690914,0.760956,38.10
280,0.011623,0.660249,0.696258,0.760956,36.11
281,0.011392,0.770578,0.698851,0.770578,33.81
282,0.011637,0.744378,0.703059,0.770578,34.68
283,0.011256,0.752498,0.699659,0.770578,35.21
284,0.011454,0.744139,0.691207,0.770578,35.11
285,0.011383,0.633205,0.628304,0.770578,35.97
286,0.011035,0.750089,0.706714,0.770578,34.65
287,0.011250,0.684645,0.696523,0.770578,35.85
288,0.011325,0.755847,0.703727,0.770578,35.12
289,0.011306,0.752047,0.716721,0.770578,34.59
290,0.011029,0.720650,0.696875,0.770578,36.51
291,0.011221,0.593591,0.639208,0.770578,37.18
292,0.011414,0.731999,0.723258,0.770578,35.21
293,0.011026,0.686524,0.600448,0.770578,37.06
294,0.010998,0.762824,0.724925,0.770578,33.40
295,0.011275,0.750700,0.723647,0.770578,34.86
296,0.011506,0.718376,0.686918,0.770578,37.36
297,0.011271,0.710918,0.662130,0.770578,37.26
298,0.010583,0.740809,0.734193,0.770578,34.76
299,0.011644,0.728484,0.715978,0.770578,34.70
300,0.011775,0.723913,0.718322,0.770578,34.97
301,0.011570,0.699004,0.710149,0.770578,35.06
302,0.011192,0.729212,0.683499,0.770578,34.84
303,0.010621,0.693858,0.709156,0.770578,35.06
304,0.011240,0.752735,0.708233,0.770578,35.31
305,0.010843,0.722014,0.701785,0.770578,36.58
306,0.011751,0.719965,0.672134,0.770578,36.33
307,0.011129,0.723515,0.726178,0.770578,34.82
308,0.011154,0.733147,0.708238,0.770578,36.19
309,0.011318,0.720120,0.694118,0.770578,35.53
310,0.011478,0.748318,0.709227,0.770578,35.32
311,0.011022,0.629014,0.667730,0.770578,35.01
312,0.011044,0.723761,0.700001,0.770578,34.40
313,0.011235,0.734349,0.720432,0.770578,36.02
314,0.011795,0.732744,0.707700,0.770578,35.85
315,0.011443,0.711902,0.713626,0.770578,35.31
316,0.011235,0.701239,0.699846,0.770578,35.07
317,0.010771,0.667059,0.656298,0.770578,38.44
318,0.011355,0.706666,0.718262,0.770578,35.87
319,0.011042,0.655043,0.669554,0.770578,38.47
320,0.011203,0.741975,0.684390,0.770578,36.02
321,0.011303,0.576643,0.629470,0.770578,36.84
322,0.011425,0.733631,0.723670,0.770578,34.66
323,0.011180,0.658379,0.689776,0.770578,35.18
324,0.011344,0.740230,0.686571,0.770578,36.89
325,0.011009,0.723801,0.697484,0.770578,34.67
326,0.011234,0.718363,0.684123,0.770578,35.82
327,0.011666,0.715177,0.691931,0.770578,37.35
328,0.010882,0.731690,0.671365,0.770578,36.33
329,0.010944,0.715957,0.700919,0.770578,34.67
330,0.011202,0.745165,0.690323,0.770578,35.26
331,0.010936,0.756961,0.696750,0.770578,35.38
332,0.010838,0.732669,0.709681,0.770578,35.20
333,0.010924,0.751809,0.722160,0.770578,34.94
334,0.010608,0.738816,0.710360,0.770578,35.08
335,0.011128,0.737753,0.693219,0.770578,35.36
336,0.010888,0.695313,0.662184,0.770578,37.08
337,0.011169,0.711323,0.714105,0.770578,36.07
338,0.011400,0.728221,0.692028,0.770578,36.89
339,0.010841,0.678566,0.702906,0.770578,35.32
340,0.011062,0.599377,0.632133,0.770578,35.80
341,0.011060,0.557674,0.589786,0.770578,35.96
342,0.011009,0.714404,0.699234,0.770578,36.05
343,0.010556,0.731067,0.712225,0.770578,35.96
344,0.011375,0.711705,0.714225,0.770578,34.89
345,0.011136,0.736003,0.677960,0.770578,35.68
346,0.010850,0.681500,0.637804,0.770578,37.55
347,0.010678,0.714752,0.665861,0.770578,35.90
348,0.010877,0.755312,0.726067,0.770578,35.51
349,0.010942,0.665375,0.685974,0.770578,37.97
350,0.010774,0.720528,0.676918,0.770578,35.42
351,0.011613,0.677838,0.704606,0.770578,35.41
352,0.010405,0.656150,0.685168,0.770578,36.33
353,0.010865,0.630499,0.672739,0.770578,35.21
354,0.010839,0.617977,0.659458,0.770578,36.80
355,0.010607,0.744765,0.689355,0.770578,36.30
356,0.010931,0.737987,0.697111,0.770578,35.25
357,0.010918,0.680522,0.655205,0.770578,38.63
358,0.010763,0.695280,0.695579,0.770578,36.50
359,0.010940,0.712446,0.706171,0.770578,35.31
360,0.011155,0.751625,0.712260,0.770578,36.11
361,0.010729,0.718174,0.656416,0.770578,37.11
362,0.010885,0.711787,0.699818,0.770578,35.79
363,0.010810,0.751731,0.697609,0.770578,35.11
364,0.010703,0.593250,0.616052,0.770578,35.17
365,0.011513,0.722859,0.699036,0.770578,36.25
366,0.010802,0.574862,0.639320,0.770578,36.45
367,0.010792,0.637669,0.649526,0.770578,34.65
368,0.011261,0.735210,0.680929,0.770578,36.32
369,0.011036,0.726536,0.696783,0.770578,36.25
370,0.010551,0.724393,0.723232,0.770578,35.96
371,0.011032,0.739729,0.721534,0.770578,34.64
372,0.010765,0.680651,0.700436,0.770578,35.11
373,0.011107,0.738526,0.702357,0.770578,36.13
374,0.010887,0.751795,0.704231,0.770578,35.55
375,0.010885,0.725891,0.664133,0.770578,36.03
376,0.010666,0.715716,0.708231,0.770578,36.18
377,0.010490,0.423665,0.451919,0.770578,35.14
378,0.010639,0.695562,0.657632,0.770578,38.33
379,0.010851,0.726267,0.664890,0.770578,36.29
380,0.010669,0.709471,0.715523,0.770578,35.56
381,0.010649,0.709541,0.695795,0.770578,36.18
382,0.010925,0.641021,0.676504,0.770578,35.04
383,0.010425,0.724551,0.695036,0.770578,35.70
384,0.011065,0.723005,0.696800,0.770578,36.10
385,0.010866,0.720589,0.686715,0.770578,35.59
386,0.010595,0.740150,0.704750,0.770578,36.19
387,0.010965,0.680860,0.688178,0.770578,37.53
388,0.010716,0.752611,0.688014,0.770578,35.18
389,0.010904,0.725622,0.719013,0.770578,35.05
390,0.010570,0.739890,0.693546,0.770578,36.86
391,0.010416,0.704422,0.699334,0.770578,36.38
392,0.010727,0.690784,0.709369,0.770578,35.81
393,0.010757,0.674942,0.624501,0.770578,38.93
394,0.010917,0.748978,0.709242,0.770578,35.82
395,0.010796,0.633476,0.677793,0.770578,36.54
396,0.010508,0.757317,0.718679,0.770578,35.32
397,0.010931,0.757082,0.689616,0.770578,35.90
398,0.011070,0.703667,0.698540,0.770578,36.08
399,0.010530,0.661029,0.667803,0.770578,37.90
400,0.010181,0.718612,0.681113,0.770578,36.74
401,0.010436,0.724888,0.704763,0.770578,35.51
402,0.011262,0.726163,0.705782,0.770578,35.60
403,0.011154,0.740747,0.722182,0.770578,35.31
404,0.010359,0.707817,0.670855,0.770578,37.12
405,0.010574,0.699496,0.650336,0.770578,37.92
406,0.010972,0.730616,0.722223,0.770578,35.45
407,0.011072,0.722568,0.706527,0.770578,35.55
408,0.010541,0.729144,0.721289,0.770578,35.16
409,0.010531,0.729934,0.685038,0.770578,37.26
410,0.011098,0.666551,0.697533,0.770578,35.85
411,0.010953,0.724085,0.696671,0.770578,36.18
412,0.010754,0.671494,0.673713,0.770578,38.02
413,0.010420,0.439490,0.506556,0.770578,36.04
414,0.011246,0.745987,0.698051,0.770578,36.27
415,0.010182,0.716100,0.709672,0.770578,35.39
416,0.010370,0.725477,0.662331,0.770578,35.63
417,0.011032,0.753990,0.716460,0.770578,35.78
418,0.010618,0.744611,0.718898,0.770578,35.01
419,0.010577,0.739917,0.700105,0.770578,37.20
420,0.010723,0.679424,0.631463,0.770578,37.61
421,0.010942,0.694754,0.703153,0.770578,36.87
422,0.010722,0.734976,0.696354,0.770578,35.40
423,0.011260,0.695993,0.709016,0.770578,35.94
424,0.010593,0.754097,0.684692,0.770578,35.51
425,0.010786,0.607357,0.679780,0.770578,36.08
426,0.010556,0.730484,0.669861,0.770578,36.42
427,0.010763,0.660832,0.645022,0.770578,38.83
428,0.010771,0.693111,0.701347,0.770578,35.72
429,0.010625,0.621792,0.647282,0.770578,35.47
430,0.010276,0.730083,0.714507,0.770578,34.84
431,0.011041,0.725992,0.717424,0.770578,35.92
432,0.009822,0.728078,0.708379,0.770578,35.77
433,0.010483,0.728422,0.673349,0.770578,36.78
434,0.010756,0.737410,0.713675,0.770578,35.45
435,0.010834,0.711918,0.718675,0.770578,35.76
436,0.010235,0.621735,0.682215,0.770578,37.01
437,0.010730,0.729824,0.683419,0.770578,36.45
438,0.010334,0.747495,0.703999,0.770578,35.37
439,0.010553,0.567128,0.618309,0.770578,35.95
440,0.010349,0.705008,0.690625,0.770578,36.73
441,0.010862,0.667261,0.692385,0.770578,35.86
442,0.010217,0.715144,0.671830,0.770578,37.07
443,0.010680,0.704303,0.703757,0.770578,35.33
444,0.010505,0.750607,0.724187,0.770578,35.51
445,0.010798,0.739749,0.720736,0.770578,35.28
446,0.010673,0.622608,0.656781,0.770578,35.94
447,0.010530,0.598399,0.624284,0.770578,35.67
448,0.010685,0.668290,0.664933,0.770578,37.82
449,0.010794,0.707934,0.694264,0.770578,36.12
450,0.009894,0.677199,0.661450,0.770578,38.52
451,0.010899,0.675420,0.696366,0.770578,36.53
452,0.010246,0.746769,0.711385,0.770578,35.95
453,0.010986,0.662020,0.702083,0.770578,36.34
454,0.010414,0.615449,0.674482,0.770578,35.60
455,0.010138,0.714556,0.707952,0.770578,35.70
456,0.010591,0.745912,0.683788,0.770578,36.60
457,0.010432,0.725813,0.673937,0.770578,37.20
458,0.010637,0.698184,0.696786,0.770578,36.83
459,0.011024,0.710987,0.707028,0.770578,36.12
460,0.010650,0.704288,0.682140,0.770578,37.82
461,0.010307,0.706186,0.709722,0.770578,36.71
462,0.010208,0.735702,0.677796,0.770578,35.37
463,0.010889,0.580387,0.646359,0.770578,38.91
464,0.010611,0.739405,0.702161,0.770578,35.00
465,0.010208,0.752986,0.712773,0.770578,34.94
466,0.010414,0.715450,0.708102,0.770578,35.71
467,0.010572,0.701344,0.653745,0.770578,37.33
