epoch,train_loss,val_mIoU,best_iou,epoch_time_s
109,0.020321,0.691010,0.713718,17.82
110,0.020442,0.675193,0.713718,17.90
111,0.020367,0.623367,0.713718,17.82
112,0.020149,0.651315,0.713718,17.98
113,0.020506,0.586269,0.713718,17.56
114,0.020289,0.701774,0.713718,17.81
115,0.020072,0.676620,0.713718,18.11
116,0.020608,0.588579,0.713718,17.74
117,0.019694,0.640871,0.713718,17.92
118,0.020177,0.714225,0.714225,17.97
119,0.020052,0.529954,0.714225,17.55
120,0.019802,0.700598,0.714225,17.88
121,0.019736,0.673249,0.714225,17.50
122,0.019349,0.700905,0.714225,17.98
123,0.019612,0.717419,0.717419,18.46
124,0.019159,0.706321,0.717419,17.69
125,0.019393,0.699009,0.717419,17.32
126,0.019527,0.599885,0.717419,17.94
127,0.019148,0.650715,0.717419,17.84
128,0.019735,0.719724,0.719724,17.54
129,0.019334,0.684219,0.719724,18.21
130,0.019129,0.462342,0.719724,17.58
131,0.019518,0.680290,0.719724,17.73
132,0.019602,0.618580,0.719724,17.85
133,0.019106,0.697203,0.719724,17.81
134,0.018978,0.431630,0.719724,17.80
135,0.019969,0.595921,0.719724,18.16
136,0.019022,0.672001,0.719724,18.27
137,0.019329,0.704468,0.719724,18.24
138,0.018437,0.645740,0.719724,17.85
139,0.018613,0.703527,0.719724,17.92
140,0.018816,0.660704,0.719724,17.94
141,0.019043,0.551057,0.719724,17.91
142,0.018582,0.703646,0.719724,17.94
143,0.018642,0.730515,0.730515,17.73
144,0.019486,0.650477,0.730515,17.71
145,0.018616,0.706885,0.730515,17.67
146,0.019121,0.722394,0.730515,18.18
147,0.018273,0.556911,0.730515,17.72
148,0.018570,0.724861,0.730515,18.04
149,0.018371,0.688864,0.730515,17.91
150,0.018363,0.716520,0.730515,18.11
151,0.018650,0.725080,0.730515,17.59
152,0.018570,0.648064,0.730515,18.03
153,0.018802,0.694038,0.730515,18.11
154,0.018431,0.678429,0.730515,17.78
155,0.018048,0.707225,0.730515,17.97
156,0.018535,0.712626,0.730515,17.98
157,0.018821,0.728189,0.730515,17.53
158,0.017908,0.708450,0.730515,18.01
159,0.018624,0.658877,0.730515,18.06
160,0.018713,0.727295,0.730515,17.89
161,0.018306,0.708350,0.730515,18.03
162,0.018148,0.688479,0.730515,18.17
163,0.018310,0.713120,0.730515,18.02
164,0.018207,0.597094,0.730515,17.76
165,0.018003,0.712878,0.730515,18.01
166,0.018565,0.678069,0.730515,18.14
167,0.019295,0.590705,0.730515,18.02
168,0.017918,0.700938,0.730515,17.86
169,0.017938,0.745043,0.745043,17.91
170,0.017771,0.721252,0.745043,17.67
171,0.018077,0.693500,0.745043,17.96
172,0.018122,0.715600,0.745043,18.39
173,0.017804,0.639352,0.745043,17.83
174,0.017891,0.637323,0.745043,17.89
175,0.017937,0.698618,0.745043,17.90
176,0.017869,0.725807,0.745043,17.95
177,0.017953,0.657340,0.745043,18.24
178,0.018121,0.739076,0.745043,17.90
179,0.017757,0.728399,0.745043,17.68
180,0.017746,0.718719,0.745043,18.12
181,0.017796,0.733696,0.745043,17.82
182,0.017924,0.697676,0.745043,17.45
183,0.018172,0.748333,0.748333,17.96
184,0.017500,0.713612,0.748333,18.34
185,0.017201,0.746098,0.748333,18.10
186,0.017479,0.734618,0.748333,17.58
187,0.017290,0.703861,0.748333,18.07
188,0.017321,0.718315,0.748333,17.77
189,0.018034,0.640128,0.748333,17.89
190,0.017755,0.732567,0.748333,17.90
191,0.017707,0.653308,0.748333,18.12
192,0.018050,0.750196,0.750196,17.76
193,0.017428,0.678907,0.750196,17.87
194,0.017572,0.725451,0.750196,18.05
195,0.016785,0.758056,0.758056,17.48
196,0.017483,0.713046,0.758056,17.94
197,0.017632,0.538658,0.758056,18.01
198,0.017394,0.691840,0.758056,17.87
199,0.017434,0.684457,0.758056,17.81
200,0.017308,0.695694,0.758056,17.84
201,0.017473,0.693590,0.758056,17.74
202,0.017532,0.763318,0.763318,17.75
203,0.017417,0.754933,0.763318,17.43
204,0.016496,0.755553,0.763318,17.81
205,0.016906,0.763991,0.763991,17.79
206,0.017556,0.722788,0.763991,18.30
207,0.016557,0.727190,0.763991,17.76
208,0.017832,0.671566,0.763991,17.74
209,0.016925,0.726115,0.763991,18.10
210,0.016849,0.727899,0.763991,17.62
211,0.017192,0.531252,0.763991,17.99
212,0.017394,0.691769,0.763991,18.08
213,0.016714,0.740897,0.763991,18.28
214,0.016458,0.726913,0.763991,17.98
215,0.017001,0.736212,0.763991,17.80
216,0.017252,0.748976,0.763991,17.85
217,0.016738,0.726837,0.763991,17.91
218,0.016822,0.722044,0.763991,17.87
219,0.017274,0.747935,0.763991,18.03
220,0.017152,0.755637,0.763991,17.70
221,0.017106,0.735082,0.763991,17.61
222,0.016435,0.740730,0.763991,17.99
223,0.017004,0.631758,0.763991,17.87
224,0.016925,0.733700,0.763991,18.03
225,0.017027,0.727315,0.763991,17.96
226,0.016876,0.601260,0.763991,17.95
227,0.016957,0.709222,0.763991,18.00
228,0.016638,0.696360,0.763991,18.20
229,0.016603,0.717502,0.763991,17.85
230,0.016749,0.752801,0.763991,17.67
231,0.016586,0.745857,0.763991,17.88
232,0.016633,0.756665,0.763991,18.23
233,0.016567,0.736901,0.763991,17.99
234,0.016579,0.747767,0.763991,17.39
235,0.017073,0.758341,0.763991,17.64
236,0.016461,0.727759,0.763991,17.76
237,0.016815,0.759774,0.763991,18.30
238,0.016730,0.744112,0.763991,18.21
239,0.016508,0.711645,0.763991,18.00
240,0.016522,0.755135,0.763991,17.73
241,0.016279,0.731917,0.763991,17.82
242,0.016754,0.688433,0.763991,17.67
243,0.016478,0.740598,0.763991,18.06
244,0.016719,0.750867,0.763991,17.70
245,0.016264,0.678490,0.763991,17.79
246,0.016126,0.769375,0.769375,17.62
247,0.016111,0.730227,0.769375,17.98
248,0.016785,0.720734,0.769375,17.94
249,0.016753,0.665736,0.769375,18.19
250,0.016354,0.748041,0.769375,17.97
251,0.016184,0.748764,0.769375,17.81
252,0.016631,0.733535,0.769375,17.55
253,0.016247,0.732349,0.769375,17.84
254,0.016069,0.631558,0.769375,17.61
255,0.016454,0.731508,0.769375,18.01
256,0.016551,0.744831,0.769375,18.06
257,0.016700,0.728532,0.769375,17.67
258,0.016558,0.695489,0.769375,17.85
259,0.016471,0.709489,0.769375,17.58
260,0.016019,0.755233,0.769375,18.11
261,0.016050,0.744551,0.769375,17.34
262,0.016011,0.676824,0.769375,18.01
263,0.015692,0.714538,0.769375,17.80
264,0.016935,0.736359,0.769375,17.81
265,0.016429,0.695192,0.769375,18.11
266,0.016422,0.739112,0.769375,18.07
267,0.016626,0.717805,0.769375,17.72
268,0.016317,0.736877,0.769375,17.71
269,0.016259,0.729766,0.769375,18.11
270,0.016257,0.738985,0.769375,17.89
271,0.016090,0.709234,0.769375,17.97
272,0.016021,0.741580,0.769375,17.67
273,0.015731,0.748823,0.769375,18.22
274,0.015903,0.606410,0.769375,17.85
275,0.016263,0.686008,0.769375,17.78
276,0.015898,0.758567,0.769375,17.93
277,0.015785,0.710246,0.769375,17.91
278,0.016286,0.683812,0.769375,18.10
279,0.015863,0.678878,0.769375,17.65
280,0.015754,0.745202,0.769375,17.95
281,0.015906,0.694619,0.769375,17.92
282,0.016212,0.746642,0.769375,18.23
283,0.016077,0.744473,0.769375,17.86
284,0.015645,0.722699,0.769375,17.68
285,0.015968,0.758389,0.769375,17.96
286,0.016210,0.707620,0.769375,17.92
287,0.015639,0.722217,0.769375,17.81
288,0.015646,0.752863,0.769375,18.29
289,0.015742,0.719008,0.769375,17.91
290,0.016147,0.753052,0.769375,17.78
291,0.015460,0.737053,0.769375,18.63
292,0.015943,0.711385,0.769375,17.85
293,0.015610,0.740828,0.769375,17.99
294,0.015488,0.747580,0.769375,17.81
295,0.015974,0.611812,0.769375,17.58
296,0.016267,0.713904,0.769375,18.04
297,0.015784,0.751278,0.769375,17.76
298,0.015502,0.747888,0.769375,17.57
299,0.016042,0.706938,0.769375,17.80
300,0.015786,0.693665,0.769375,17.98
301,0.015532,0.694146,0.769375,18.11
302,0.015520,0.711893,0.769375,17.74
303,0.015782,0.747860,0.769375,18.01
304,0.015774,0.664490,0.769375,17.79
305,0.015658,0.733638,0.769375,18.21
306,0.015491,0.747038,0.769375,17.74
307,0.015411,0.670814,0.769375,17.87
308,0.015734,0.715105,0.769375,18.07
309,0.015692,0.742073,0.769375,17.67
310,0.016063,0.568011,0.769375,18.16
311,0.015452,0.754568,0.769375,17.67
312,0.015635,0.752298,0.769375,17.76
313,0.015660,0.684031,0.769375,17.73
314,0.015701,0.724524,0.769375,17.82
315,0.015866,0.733994,0.769375,17.77
316,0.015737,0.736669,0.769375,17.93
317,0.015525,0.756138,0.769375,17.94
318,0.015638,0.751573,0.769375,17.95
319,0.015465,0.739479,0.769375,18.00
320,0.015247,0.692031,0.769375,17.83
321,0.014979,0.600367,0.769375,18.03
322,0.015435,0.706549,0.769375,17.96
323,0.015597,0.624440,0.769375,18.23
324,0.015481,0.696788,0.769375,17.99
325,0.015489,0.744115,0.769375,18.08
326,0.015793,0.725083,0.769375,18.13
327,0.014872,0.681699,0.769375,17.62
328,0.015369,0.570446,0.769375,18.30
329,0.015804,0.746736,0.769375,18.26
330,0.015373,0.740541,0.769375,18.10
331,0.015434,0.754478,0.769375,17.78
332,0.015906,0.750416,0.769375,17.83
333,0.015485,0.717098,0.769375,17.83
334,0.015500,0.728162,0.769375,17.99
335,0.015286,0.741795,0.769375,17.83
336,0.015737,0.744881,0.769375,17.78
337,0.015329,0.699634,0.769375,18.02
338,0.015934,0.733221,0.769375,17.79
339,0.015698,0.737627,0.769375,18.12
340,0.015822,0.603291,0.769375,17.84
341,0.015168,0.716578,0.769375,17.79
342,0.015391,0.610355,0.769375,18.10
343,0.015472,0.640799,0.769375,17.77
344,0.015959,0.743467,0.769375,18.16
345,0.015036,0.751796,0.769375,18.12
346,0.015386,0.741386,0.769375,17.92
347,0.015247,0.750035,0.769375,17.83
348,0.015448,0.685671,0.769375,17.84
349,0.014923,0.664520,0.769375,17.69
350,0.015412,0.731812,0.769375,17.77
351,0.014832,0.741535,0.769375,17.75
352,0.016026,0.682437,0.769375,17.84
353,0.015461,0.624869,0.769375,17.61
354,0.014974,0.647672,0.769375,17.85
355,0.015183,0.732022,0.769375,18.29
356,0.015214,0.723907,0.769375,18.13
357,0.014955,0.716564,0.769375,17.74
358,0.015350,0.734723,0.769375,18.06
359,0.015230,0.708236,0.769375,17.75
360,0.015674,0.638209,0.769375,18.05
361,0.015088,0.740683,0.769375,17.87
362,0.015085,0.741141,0.769375,17.96
363,0.015227,0.536491,0.769375,17.66
364,0.015688,0.748463,0.769375,17.87
365,0.015006,0.738798,0.769375,18.13
366,0.014736,0.743795,0.769375,18.08
367,0.015274,0.733170,0.769375,18.32
368,0.014819,0.740128,0.769375,18.19
369,0.015246,0.735388,0.769375,18.02
370,0.014822,0.712057,0.769375,18.22
371,0.015146,0.606570,0.769375,17.78
372,0.015354,0.750173,0.769375,17.74
373,0.015083,0.750641,0.769375,17.98
374,0.015552,0.741107,0.769375,17.78
375,0.015348,0.566210,0.769375,17.72
376,0.015180,0.702334,0.769375,18.09
377,0.015129,0.724325,0.769375,18.01
378,0.014810,0.665913,0.769375,18.05
379,0.015220,0.719050,0.769375,18.06
380,0.015358,0.708524,0.769375,17.35
381,0.015155,0.701082,0.769375,18.10
382,0.015041,0.720466,0.769375,18.02
383,0.014594,0.737272,0.769375,17.90
384,0.014762,0.741782,0.769375,17.98
385,0.014870,0.623865,0.769375,18.29
386,0.015484,0.706409,0.769375,18.06
387,0.015544,0.664763,0.769375,17.94
388,0.014796,0.610165,0.769375,18.02
389,0.014929,0.726801,0.769375,17.92
390,0.015070,0.719546,0.769375,17.88
391,0.014963,0.740268,0.769375,17.68
392,0.015049,0.704161,0.769375,17.91
393,0.015241,0.705105,0.769375,18.18
394,0.014881,0.725151,0.769375,18.07
395,0.015437,0.518067,0.769375,17.67
396,0.015393,0.719482,0.769375,18.07
397,0.014585,0.722973,0.769375,18.03
398,0.014602,0.688975,0.769375,17.59
399,0.014634,0.747767,0.769375,17.70
400,0.014979,0.746510,0.769375,18.37
401,0.014754,0.727922,0.769375,18.06
402,0.014809,0.712523,0.769375,17.94
403,0.014573,0.654582,0.769375,17.73
404,0.014430,0.587456,0.769375,18.00
405,0.014736,0.681556,0.769375,17.75
406,0.014937,0.636800,0.769375,17.84
407,0.014823,0.644970,0.769375,17.63
408,0.014969,0.667676,0.769375,18.14
409,0.014799,0.708456,0.769375,17.76
410,0.014948,0.726987,0.769375,18.31
411,0.014724,0.726419,0.769375,17.77
412,0.015013,0.744216,0.769375,17.95
413,0.014922,0.737740,0.769375,18.11
414,0.014814,0.742755,0.769375,18.12
415,0.014291,0.719550,0.769375,18.13
416,0.014760,0.699845,0.769375,18.08
417,0.014402,0.748255,0.769375,17.70
418,0.015014,0.612959,0.769375,17.81
419,0.014759,0.633699,0.769375,17.70
420,0.015144,0.744341,0.769375,18.05
421,0.014188,0.716838,0.769375,18.01
422,0.014716,0.742837,0.769375,17.88
423,0.014932,0.715260,0.769375,18.06
424,0.014718,0.734645,0.769375,17.97
425,0.014813,0.632010,0.769375,17.94
426,0.014855,0.583714,0.769375,17.73
427,0.014881,0.723236,0.769375,17.72
428,0.014754,0.737885,0.769375,18.12
429,0.014725,0.729599,0.769375,18.10
430,0.014483,0.735218,0.769375,17.94
431,0.014160,0.733308,0.769375,18.26
432,0.014114,0.661143,0.769375,17.84
433,0.014733,0.598212,0.769375,18.09
434,0.014755,0.686087,0.769375,18.08
435,0.014291,0.645345,0.769375,17.87
436,0.014314,0.686034,0.769375,18.07
437,0.014417,0.735108,0.769375,17.69
438,0.014621,0.642286,0.769375,17.91
439,0.014558,0.560006,0.769375,17.64
440,0.014624,0.719875,0.769375,17.97
441,0.014995,0.733324,0.769375,18.00
442,0.014599,0.691460,0.769375,17.90
443,0.014529,0.718744,0.769375,18.16
444,0.014625,0.721677,0.769375,18.06
445,0.014709,0.712634,0.769375,17.79
446,0.014820,0.721689,0.769375,17.71
447,0.014296,0.674769,0.769375,17.73
448,0.014091,0.695655,0.769375,17.86
449,0.014395,0.703216,0.769375,17.80
450,0.014364,0.730120,0.769375,17.87
451,0.014508,0.712441,0.769375,17.78
452,0.014272,0.618867,0.769375,18.00
453,0.013948,0.710019,0.769375,18.12
454,0.014677,0.638701,0.769375,17.98
455,0.014193,0.732119,0.769375,18.11
456,0.014334,0.672515,0.769375,18.10
457,0.014733,0.685576,0.769375,17.83
458,0.014085,0.735538,0.769375,18.05
459,0.014293,0.553675,0.769375,17.75
460,0.014564,0.683346,0.769375,17.90
461,0.014677,0.656679,0.769375,17.87
462,0.014382,0.726842,0.769375,17.89
463,0.014318,0.669961,0.769375,18.11
464,0.014108,0.740602,0.769375,17.58
465,0.014624,0.638828,0.769375,17.61
466,0.014335,0.593291,0.769375,18.10
467,0.013878,0.610222,0.769375,18.11
468,0.014160,0.720654,0.769375,17.95
469,0.014488,0.679247,0.769375,18.14
470,0.014297,0.719606,0.769375,18.11
471,0.014608,0.715295,0.769375,17.87
472,0.014784,0.732243,0.769375,18.03
473,0.014317,0.724180,0.769375,18.19
474,0.014273,0.651015,0.769375,17.94
475,0.014163,0.496361,0.769375,17.37
476,0.014355,0.608104,0.769375,17.89
477,0.014477,0.656946,0.769375,18.06
478,0.014346,0.567019,0.769375,18.05
479,0.014518,0.509734,0.769375,17.76
480,0.014317,0.703120,0.769375,18.17
481,0.014059,0.729524,0.769375,17.88
482,0.014354,0.740421,0.769375,17.86
483,0.014216,0.683315,0.769375,17.51
484,0.014175,0.716753,0.769375,17.99
485,0.014485,0.567522,0.769375,17.98
486,0.014589,0.718965,0.769375,17.95
487,0.014251,0.635591,0.769375,18.11
488,0.014530,0.542307,0.769375,17.64
489,0.014494,0.729884,0.769375,17.88
490,0.014979,0.726241,0.769375,17.92
491,0.014261,0.712194,0.769375,18.16
492,0.014175,0.678819,0.769375,18.34
493,0.014380,0.732470,0.769375,17.88
494,0.014403,0.727354,0.769375,17.77
495,0.014122,0.659968,0.769375,18.00
496,0.013942,0.632641,0.769375,18.02
497,0.013819,0.683576,0.769375,18.19
498,0.014108,0.692151,0.769375,17.93
499,0.014319,0.723091,0.769375,18.11
500,0.014002,0.715488,0.769375,18.09
501,0.014244,0.736175,0.769375,17.88
502,0.014126,0.700746,0.769375,17.72
503,0.013865,0.649506,0.769375,18.20
504,0.014464,0.670253,0.769375,17.92
505,0.014181,0.740171,0.769375,17.95
506,0.014470,0.721174,0.769375,17.81
507,0.013687,0.712410,0.769375,18.30
508,0.014439,0.629707,0.769375,17.75
509,0.014030,0.714879,0.769375,17.88
510,0.013896,0.692516,0.769375,18.41
511,0.013606,0.736145,0.769375,17.74
512,0.014134,0.699434,0.769375,17.84
513,0.014500,0.738632,0.769375,17.95
514,0.014466,0.738100,0.769375,18.09
515,0.014405,0.702688,0.769375,18.19
516,0.013814,0.684899,0.769375,17.87
517,0.014019,0.729827,0.769375,17.81
518,0.013913,0.730007,0.769375,18.05
519,0.014382,0.564251,0.769375,17.94
520,0.014515,0.731113,0.769375,17.95
521,0.014387,0.739432,0.769375,17.77
522,0.014571,0.566259,0.769375,17.95
523,0.013868,0.682495,0.769375,18.07
524,0.014390,0.569907,0.769375,17.70
525,0.015026,0.621565,0.769375,17.89
526,0.014559,0.637336,0.769375,17.45
527,0.013935,0.734548,0.769375,17.64
528,0.014362,0.622542,0.769375,18.17
529,0.013636,0.726561,0.769375,17.62
530,0.014035,0.746325,0.769375,18.06
531,0.014206,0.734349,0.769375,17.80
532,0.014338,0.712959,0.769375,17.72
533,0.013916,0.714197,0.769375,17.72
534,0.014174,0.740783,0.769375,18.25
535,0.014175,0.653807,0.769375,18.05
536,0.013990,0.620562,0.769375,17.99
537,0.014053,0.736167,0.769375,17.88
538,0.013863,0.642106,0.769375,17.98
539,0.014634,0.599239,0.769375,17.77
540,0.014179,0.728696,0.769375,18.01
541,0.014307,0.692967,0.769375,17.99
542,0.013974,0.639653,0.769375,17.85
543,0.014255,0.570321,0.769375,17.97
544,0.013774,0.742163,0.769375,17.60
545,0.014079,0.668172,0.769375,18.41
546,0.014311,0.722401,0.769375,17.89
547,0.014222,0.668133,0.769375,17.85
548,0.014119,0.513878,0.769375,17.71
549,0.013968,0.738237,0.769375,17.80
550,0.013993,0.728851,0.769375,17.76
551,0.014292,0.613078,0.769375,17.85
552,0.013737,0.731464,0.769375,17.91
553,0.014167,0.566191,0.769375,18.12
554,0.014018,0.721585,0.769375,17.95
555,0.014053,0.612363,0.769375,17.69
556,0.013867,0.593408,0.769375,18.07
557,0.013558,0.749478,0.769375,17.76
558,0.013748,0.544435,0.769375,17.97
559,0.014846,0.670521,0.769375,17.73
560,0.014295,0.730387,0.769375,17.71
561,0.013667,0.744155,0.769375,17.99
562,0.013714,0.650058,0.769375,17.58
563,0.013444,0.745149,0.769375,17.75
564,0.013611,0.732470,0.769375,18.11
565,0.014077,0.699911,0.769375,17.84
566,0.013814,0.683856,0.769375,17.89
567,0.013956,0.735003,0.769375,18.24
568,0.014089,0.687495,0.769375,18.06
569,0.013366,0.721178,0.769375,17.91
570,0.014262,0.528052,0.769375,17.99
571,0.014106,0.721938,0.769375,17.77
572,0.013782,0.738484,0.769375,17.79
573,0.014260,0.721428,0.769375,17.97
574,0.014241,0.699929,0.769375,18.19
575,0.014114,0.718388,0.769375,17.91
576,0.014269,0.727226,0.769375,17.93
577,0.013616,0.705656,0.769375,17.53
578,0.014219,0.694969,0.769375,18.09
579,0.014009,0.706358,0.769375,17.48
580,0.013880,0.740572,0.769375,17.78
581,0.013715,0.663584,0.769375,17.70
582,0.013483,0.727195,0.769375,17.77
583,0.013767,0.637080,0.769375,18.00
584,0.013655,0.629778,0.769375,17.83
585,0.013636,0.726708,0.769375,17.85
586,0.013437,0.478153,0.769375,17.96
587,0.014322,0.730760,0.769375,17.97
588,0.013848,0.750065,0.769375,17.90
589,0.014304,0.723265,0.769375,17.79
590,0.014115,0.739050,0.769375,17.98
591,0.014308,0.706848,0.769375,18.14
592,0.014017,0.652014,0.769375,17.95
593,0.013896,0.719164,0.769375,18.10
594,0.013955,0.631459,0.769375,17.93
595,0.013580,0.691139,0.769375,17.99
596,0.013375,0.702347,0.769375,17.96
597,0.013263,0.737639,0.769375,18.18
598,0.014028,0.722319,0.769375,18.26
599,0.013883,0.700255,0.769375,17.75
600,0.013694,0.689620,0.769375,17.96
601,0.014029,0.721384,0.769375,18.19
602,0.013943,0.694932,0.769375,18.02
603,0.013697,0.632500,0.769375,18.08
604,0.013513,0.728548,0.769375,17.72
605,0.013868,0.710657,0.769375,18.02
606,0.013733,0.662560,0.769375,17.93
607,0.013658,0.620937,0.769375,17.97
608,0.014004,0.692671,0.769375,17.89
609,0.014321,0.590634,0.769375,17.75
610,0.013891,0.442862,0.769375,17.83
611,0.013940,0.728431,0.769375,17.95
612,0.013592,0.710929,0.769375,18.16
613,0.013348,0.614786,0.769375,17.80
614,0.013978,0.710576,0.769375,18.11
615,0.013914,0.692253,0.769375,18.20
616,0.013675,0.645358,0.769375,17.74
617,0.013661,0.479125,0.769375,17.90
618,0.013818,0.674090,0.769375,17.87
619,0.013706,0.649072,0.769375,18.03
620,0.013496,0.687644,0.769375,17.50
621,0.013921,0.726370,0.769375,17.92
622,0.014049,0.632553,0.769375,18.34
623,0.014261,0.629785,0.769375,17.82
624,0.013518,0.567182,0.769375,18.15
625,0.013725,0.583264,0.769375,17.97
626,0.013220,0.702936,0.769375,18.15
627,0.013313,0.725218,0.769375,18.05
628,0.014371,0.732864,0.769375,17.40
629,0.013632,0.728021,0.769375,17.84
630,0.013591,0.729548,0.769375,17.84
631,0.013455,0.683610,0.769375,17.28
632,0.013679,0.735254,0.769375,17.97
633,0.014117,0.736918,0.769375,17.85
634,0.013887,0.737396,0.769375,17.71
635,0.013335,0.619963,0.769375,17.72
636,0.013927,0.696082,0.769375,17.87
637,0.014225,0.742027,0.769375,17.30
638,0.013672,0.555833,0.769375,18.25
639,0.014282,0.423795,0.769375,17.85
640,0.014022,0.706253,0.769375,17.84
641,0.013484,0.639636,0.769375,17.40
642,0.013296,0.737560,0.769375,17.27
643,0.013703,0.655006,0.769375,17.93
644,0.013502,0.679252,0.769375,18.02
645,0.013474,0.643175,0.769375,18.12
646,0.013832,0.733960,0.769375,17.95
647,0.013571,0.732260,0.769375,18.20
648,0.013322,0.633031,0.769375,17.93
649,0.013970,0.699606,0.769375,18.31
650,0.013224,0.695925,0.769375,18.08
651,0.014006,0.733584,0.769375,17.51
652,0.013620,0.735188,0.769375,17.88
653,0.013942,0.445220,0.769375,17.81
654,0.014187,0.652950,0.769375,17.75
655,0.014075,0.688350,0.769375,17.74
656,0.013952,0.494882,0.769375,17.99
657,0.013908,0.656811,0.769375,18.27
658,0.013491,0.714763,0.769375,17.88
659,0.013247,0.579913,0.769375,17.78
660,0.013883,0.723488,0.769375,17.85
661,0.013498,0.704989,0.769375,17.79
662,0.013814,0.634192,0.769375,17.50
663,0.014535,0.666303,0.769375,17.75
