epoch,train_loss,val_mIoU_seg,val_mIoU_obb,best_iou_seg,epoch_time_s
128,0.010899,0.815712,0.740619,0.823606,37.65
129,0.011436,0.788733,0.772653,0.823606,37.36
130,0.011006,0.821374,0.748010,0.823606,37.39
131,0.011215,0.754976,0.676156,0.823606,38.13
132,0.011095,0.801147,0.721683,0.823606,37.81
133,0.010684,0.809726,0.734285,0.823606,37.53
134,0.010965,0.729971,0.648107,0.823606,39.68
135,0.011549,0.782771,0.712202,0.823606,38.81
136,0.010873,0.804464,0.736750,0.823606,37.98
137,0.010946,0.791056,0.727900,0.823606,37.54
138,0.011161,0.809311,0.736111,0.823606,37.38
139,0.011355,0.809652,0.744289,0.823606,37.14
140,0.010820,0.797869,0.719760,0.823606,37.54
141,0.010899,0.808171,0.735492,0.823606,37.96
142,0.010736,0.527845,0.550685,0.823606,45.13
143,0.010907,0.715117,0.647445,0.823606,38.66
144,0.011100,0.646106,0.596306,0.823606,40.58
145,0.011438,0.812874,0.735182,0.823606,37.59
146,0.010438,0.778865,0.697937,0.823606,38.17
147,0.010733,0.785268,0.715200,0.823606,38.29
148,0.011160,0.800206,0.729610,0.823606,37.30
149,0.011137,0.770011,0.786846,0.823606,36.25
150,0.010822,0.648535,0.641845,0.823606,36.27
151,0.011046,0.813438,0.767801,0.823606,37.67
152,0.010723,0.792496,0.719631,0.823606,38.31
153,0.010431,0.808023,0.736051,0.823606,37.64
154,0.010597,0.808788,0.765864,0.823606,37.47
155,0.010441,0.828424,0.749892,0.828424,36.39
156,0.010819,0.822651,0.754254,0.828424,37.49
157,0.010490,0.757961,0.682002,0.828424,38.89
158,0.010427,0.768923,0.699175,0.828424,39.40
159,0.010885,0.779290,0.703852,0.828424,37.89
160,0.010399,0.802742,0.743173,0.828424,37.93
161,0.010237,0.706913,0.632540,0.828424,39.26
162,0.010655,0.815425,0.730844,0.828424,37.59
163,0.010540,0.753668,0.683002,0.828424,38.10
164,0.010404,0.770696,0.687533,0.828424,37.93
165,0.010787,0.806395,0.742176,0.828424,38.10
166,0.010425,0.823062,0.753268,0.828424,37.33
167,0.009932,0.805704,0.738080,0.828424,38.22
168,0.010490,0.784966,0.700550,0.828424,37.52
169,0.010523,0.698883,0.753788,0.828424,36.98
170,0.010641,0.792705,0.732013,0.828424,37.92
171,0.010051,0.810664,0.758186,0.828424,37.43
172,0.010393,0.810317,0.724397,0.828424,38.20
173,0.010391,0.793539,0.712743,0.828424,37.31
174,0.010976,0.812599,0.735323,0.828424,37.04
175,0.010311,0.825048,0.757643,0.828424,37.20
176,0.010065,0.819242,0.751561,0.828424,37.07
177,0.009828,0.828663,0.749543,0.828663,36.52
178,0.010187,0.836117,0.765862,0.836117,37.08
179,0.010501,0.807282,0.772191,0.836117,36.12
180,0.010029,0.829783,0.763899,0.836117,36.91
181,0.009967,0.821446,0.752902,0.836117,36.85
182,0.010908,0.716458,0.647924,0.836117,40.21
183,0.010585,0.817737,0.721590,0.836117,37.66
184,0.009989,0.725574,0.659210,0.836117,39.29
185,0.010342,0.777794,0.706050,0.836117,38.40
186,0.009782,0.821707,0.754033,0.836117,37.58
187,0.010254,0.681503,0.620663,0.836117,40.83
188,0.010232,0.814926,0.720375,0.836117,37.58
189,0.009700,0.758051,0.687059,0.836117,39.67
190,0.010384,0.748119,0.688901,0.836117,39.85
191,0.010357,0.765813,0.697431,0.836117,39.08
192,0.010079,0.828696,0.746918,0.836117,37.32
193,0.009970,0.771924,0.712413,0.836117,39.19
194,0.010027,0.823902,0.771951,0.836117,37.33
195,0.010238,0.764810,0.688089,0.836117,38.68
196,0.010100,0.802977,0.726192,0.836117,38.02
197,0.010501,0.814532,0.763198,0.836117,37.70
198,0.009848,0.651339,0.606414,0.836117,41.22
199,0.010099,0.813590,0.769079,0.836117,37.15
200,0.009993,0.777181,0.714000,0.836117,38.33
201,0.010234,0.628484,0.594634,0.836117,41.14
202,0.009819,0.794915,0.762821,0.836117,37.16
203,0.010290,0.753969,0.672082,0.836117,38.02
204,0.009998,0.784854,0.707084,0.836117,38.06
205,0.010356,0.799630,0.763874,0.836117,36.93
206,0.010470,0.812935,0.733064,0.836117,37.40
207,0.010039,0.819361,0.766744,0.836117,36.75
208,0.009970,0.820336,0.738322,0.836117,37.87
209,0.009782,0.781594,0.701802,0.836117,38.77
210,0.010142,0.809882,0.768799,0.836117,37.83
211,0.010056,0.825815,0.759296,0.836117,37.47
212,0.009923,0.779566,0.704633,0.836117,38.96
213,0.009740,0.825958,0.752477,0.836117,37.36
214,0.009918,0.739353,0.659662,0.836117,39.19
215,0.009869,0.801347,0.723891,0.836117,38.01
216,0.009935,0.607592,0.570481,0.836117,42.13
217,0.009820,0.806053,0.721377,0.836117,38.48
218,0.009466,0.820781,0.738593,0.836117,37.52
219,0.009965,0.824525,0.731613,0.836117,37.55
220,0.009933,0.750271,0.677389,0.836117,39.03
221,0.010149,0.829659,0.752220,0.836117,38.31
222,0.009706,0.814957,0.723613,0.836117,37.94
223,0.009643,0.823890,0.739421,0.836117,36.96
224,0.009875,0.816470,0.744766,0.836117,37.65
225,0.009718,0.768459,0.682074,0.836117,38.73
226,0.009992,0.806927,0.725331,0.836117,37.72
227,0.009621,0.788456,0.717429,0.836117,38.02
228,0.009961,0.682127,0.630455,0.836117,40.65
229,0.009931,0.844794,0.757729,0.844794,36.76
230,0.010326,0.814674,0.715847,0.844794,36.71
231,0.009723,0.818733,0.747561,0.844794,37.58
232,0.009780,0.832278,0.740039,0.844794,37.80
233,0.009795,0.788457,0.703383,0.844794,38.14
234,0.009456,0.807312,0.714236,0.844794,37.33
235,0.009641,0.723483,0.652792,0.844794,38.29
236,0.009797,0.799923,0.721014,0.844794,37.43
237,0.009822,0.832738,0.768513,0.844794,36.47
238,0.009563,0.805020,0.728312,0.844794,38.53
239,0.009814,0.817777,0.746449,0.844794,37.81
240,0.009617,0.811492,0.754283,0.844794,37.04
241,0.009752,0.821779,0.749890,0.844794,37.83
242,0.009614,0.822630,0.745118,0.844794,37.34
243,0.009478,0.832943,0.775403,0.844794,37.50
244,0.010005,0.809475,0.719646,0.844794,38.63
245,0.010007,0.775427,0.694202,0.844794,38.93
246,0.009399,0.815974,0.733231,0.844794,37.57
247,0.009284,0.782069,0.700647,0.844794,39.02
248,0.009601,0.821171,0.776844,0.844794,37.04
249,0.009684,0.832701,0.757209,0.844794,36.89
250,0.009907,0.833284,0.746544,0.844794,37.40
251,0.009304,0.808071,0.752540,0.844794,37.57
252,0.009512,0.829790,0.753564,0.844794,37.33
253,0.009845,0.815254,0.736915,0.844794,37.11
254,0.009405,0.807650,0.762267,0.844794,37.29
255,0.009443,0.800347,0.767714,0.844794,36.83
256,0.009707,0.829796,0.771382,0.844794,37.73
257,0.009142,0.835474,0.751609,0.844794,36.43
258,0.009276,0.808816,0.727128,0.844794,37.59
259,0.010051,0.822623,0.736383,0.844794,37.24
260,0.009392,0.826333,0.739603,0.844794,37.31
261,0.009404,0.831706,0.768756,0.844794,36.78
262,0.009411,0.824318,0.746464,0.844794,37.33
263,0.009596,0.834181,0.773976,0.844794,37.24
264,0.009469,0.822602,0.754828,0.844794,36.94
265,0.010018,0.809393,0.777338,0.844794,37.71
266,0.009470,0.819748,0.774633,0.844794,37.03
