epoch,train_loss,val_mIoU_seg,val_mIoU_obb,best_iou_seg,epoch_time_s
39,0.017759,0.706482,0.689607,0.714737,32.76
40,0.018328,0.708515,0.664878,0.714737,34.30
41,0.017008,0.470163,0.417072,0.714737,40.01
42,0.017747,0.587423,0.573275,0.714737,32.74
43,0.017228,0.678078,0.664602,0.714737,32.03
44,0.017551,0.715466,0.677693,0.715466,32.14
45,0.017129,0.719954,0.680495,0.719954,32.63
46,0.017125,0.674651,0.633099,0.719954,35.44
47,0.017308,0.673467,0.644978,0.719954,35.63
48,0.017287,0.719204,0.676418,0.719954,32.63
49,0.017184,0.680919,0.620798,0.719954,34.97
50,0.017150,0.730653,0.672284,0.730653,33.38
51,0.017155,0.720039,0.649522,0.730653,33.36
52,0.016982,0.527035,0.516965,0.730653,39.78
53,0.016421,0.748020,0.694751,0.748020,32.68
54,0.016796,0.740788,0.684474,0.748020,33.32
55,0.016550,0.728160,0.673125,0.748020,32.54
56,0.016812,0.686058,0.628766,0.748020,34.72
57,0.016643,0.705972,0.683186,0.748020,32.58
58,0.016628,0.555683,0.531906,0.748020,37.40
59,0.015895,0.695041,0.632956,0.748020,33.32
60,0.016676,0.690592,0.622953,0.748020,34.50
61,0.015944,0.714933,0.644647,0.748020,34.02
62,0.016304,0.561032,0.548166,0.748020,38.80
63,0.016609,0.745416,0.687073,0.748020,32.92
64,0.016516,0.610653,0.544202,0.748020,36.08
65,0.016678,0.752666,0.680725,0.752666,33.30
66,0.015716,0.552708,0.540562,0.752666,37.54
67,0.016372,0.682591,0.634120,0.752666,35.88
68,0.016283,0.752884,0.668582,0.752884,32.97
69,0.016264,0.746354,0.682914,0.752884,31.97
70,0.016393,0.741076,0.677157,0.752884,32.40
71,0.015629,0.726263,0.688285,0.752884,32.23
72,0.015783,0.750824,0.690742,0.752884,32.65
73,0.015274,0.593219,0.599474,0.752884,32.50
74,0.015888,0.752808,0.687841,0.752884,33.09
75,0.015716,0.750707,0.684137,0.752884,32.32
76,0.015231,0.658786,0.589530,0.752884,34.80
77,0.015570,0.748434,0.666444,0.752884,32.92
78,0.015513,0.737225,0.693398,0.752884,31.93
79,0.014891,0.731614,0.659614,0.752884,32.58
80,0.016153,0.598174,0.549450,0.752884,36.13
81,0.015194,0.710336,0.634377,0.752884,33.41
82,0.015301,0.719309,0.643127,0.752884,32.86
83,0.015323,0.641115,0.587583,0.752884,35.27
84,0.015459,0.756095,0.690923,0.756095,32.63
85,0.015180,0.729080,0.660930,0.756095,33.15
86,0.015028,0.733868,0.662632,0.756095,32.57
87,0.014991,0.766575,0.686742,0.766575,31.57
88,0.014907,0.749265,0.676395,0.766575,31.81
89,0.015037,0.705293,0.652615,0.766575,32.77
90,0.015500,0.659244,0.589807,0.766575,34.93
91,0.014515,0.703097,0.630047,0.766575,33.38
92,0.014853,0.743709,0.693197,0.766575,32.03
93,0.014506,0.747777,0.700871,0.766575,31.98
94,0.015404,0.715505,0.644089,0.766575,33.14
95,0.015064,0.754556,0.688167,0.766575,32.04
96,0.015014,0.755104,0.689814,0.766575,32.61
97,0.014968,0.733770,0.687583,0.766575,32.56
98,0.014316,0.747562,0.679127,0.766575,31.33
99,0.014419,0.692234,0.667070,0.766575,31.90
100,0.014511,0.705897,0.632751,0.766575,33.93
101,0.014426,0.739814,0.672785,0.766575,32.74
102,0.014569,0.679308,0.627872,0.766575,34.33
103,0.015018,0.672913,0.628997,0.766575,34.62
104,0.014306,0.693208,0.629965,0.766575,33.74
105,0.014590,0.657607,0.584938,0.766575,34.84
106,0.014977,0.748083,0.686236,0.766575,32.85
107,0.014299,0.724050,0.644188,0.766575,33.22
108,0.014327,0.642583,0.588699,0.766575,35.29
109,0.014637,0.707388,0.689126,0.766575,31.62
110,0.014280,0.749757,0.673725,0.766575,31.63
111,0.014239,0.695190,0.627860,0.766575,33.85
112,0.014190,0.738791,0.669495,0.766575,32.64
113,0.013662,0.730574,0.658195,0.766575,31.82
114,0.014018,0.718304,0.645914,0.766575,33.21
115,0.014226,0.739885,0.668441,0.766575,31.62
116,0.014197,0.763923,0.695259,0.766575,31.55
117,0.014207,0.727827,0.652744,0.766575,33.35
118,0.013774,0.749797,0.674279,0.766575,32.79
119,0.014383,0.656967,0.614828,0.766575,35.26
120,0.014198,0.729895,0.689610,0.766575,32.35
121,0.014334,0.764991,0.698351,0.766575,32.16
122,0.013560,0.710903,0.632908,0.766575,32.25
123,0.013869,0.651781,0.598127,0.766575,34.39
124,0.014406,0.716534,0.638365,0.766575,32.72
125,0.013992,0.752542,0.702855,0.766575,31.98
126,0.013936,0.694548,0.619725,0.766575,33.16
127,0.014088,0.735131,0.674198,0.766575,32.27
128,0.013902,0.705928,0.622668,0.766575,32.97
129,0.013618,0.737453,0.667926,0.766575,32.31
130,0.013534,0.746995,0.696309,0.766575,32.35
131,0.013504,0.579243,0.596148,0.766575,32.87
132,0.013970,0.752749,0.699632,0.766575,31.88
133,0.013410,0.640062,0.592068,0.766575,35.45
134,0.013599,0.707149,0.648738,0.766575,33.96
135,0.013285,0.510931,0.455224,0.766575,38.80
136,0.014229,0.754287,0.686571,0.766575,32.35
137,0.013529,0.767550,0.689720,0.767550,31.82
138,0.014336,0.762945,0.687913,0.767550,31.77
139,0.013930,0.626778,0.589171,0.767550,34.91
140,0.013451,0.738186,0.678364,0.767550,32.18
141,0.014259,0.719192,0.662422,0.767550,32.03
142,0.013915,0.748056,0.687557,0.767550,32.03
143,0.013305,0.739537,0.662307,0.767550,32.64
144,0.013804,0.742119,0.699516,0.767550,31.03
145,0.013721,0.734571,0.659731,0.767550,33.13
146,0.014074,0.737239,0.653787,0.767550,33.16
147,0.013938,0.682204,0.619698,0.767550,34.22
148,0.013046,0.785428,0.700296,0.785428,31.20
149,0.013188,0.732202,0.676591,0.785428,32.15
150,0.013248,0.597132,0.558772,0.785428,36.60
151,0.013363,0.719197,0.681954,0.785428,31.78
152,0.014166,0.719393,0.661993,0.785428,33.37
153,0.013381,0.755966,0.702685,0.785428,32.21
154,0.013814,0.757843,0.681739,0.785428,32.45
155,0.013614,0.707193,0.640244,0.785428,33.74
156,0.013078,0.706776,0.636919,0.785428,33.24
157,0.013442,0.674339,0.602345,0.785428,34.06
158,0.013341,0.668036,0.592518,0.785428,34.24
159,0.013765,0.758509,0.702441,0.785428,32.03
160,0.013163,0.729002,0.672329,0.785428,32.64
161,0.013211,0.751243,0.683769,0.785428,32.04
162,0.013226,0.737863,0.661525,0.785428,32.96
163,0.013243,0.747877,0.695855,0.785428,31.86
164,0.013706,0.491465,0.429650,0.785428,38.79
165,0.013877,0.726788,0.653910,0.785428,33.34
166,0.013007,0.744667,0.692554,0.785428,31.60
167,0.013338,0.763200,0.704084,0.785428,32.10
168,0.012381,0.631374,0.568161,0.785428,35.47
169,0.013416,0.679810,0.614203,0.785428,33.78
170,0.013096,0.750560,0.684983,0.785428,31.98
171,0.013548,0.745928,0.675499,0.785428,32.45
172,0.012958,0.619444,0.569614,0.785428,36.17
173,0.012907,0.613333,0.557590,0.785428,35.94
174,0.014034,0.743078,0.684967,0.785428,32.76
175,0.013241,0.763827,0.696663,0.785428,31.77
176,0.013594,0.751535,0.694734,0.785428,32.54
177,0.013298,0.749839,0.684789,0.785428,32.54
178,0.013387,0.747769,0.668642,0.785428,33.60
179,0.012556,0.710626,0.641317,0.785428,34.14
180,0.013442,0.746133,0.669404,0.785428,32.73
181,0.013451,0.572964,0.525235,0.785428,38.71
182,0.013112,0.735124,0.658618,0.785428,32.80
183,0.013003,0.730374,0.671724,0.785428,33.48
184,0.013134,0.707981,0.641888,0.785428,33.32
185,0.012593,0.580219,0.522517,0.785428,36.51
186,0.012782,0.751144,0.661986,0.785428,32.40
187,0.012583,0.760297,0.679262,0.785428,32.08
188,0.012698,0.761278,0.679118,0.785428,31.61
189,0.013184,0.754782,0.676989,0.785428,32.04
190,0.013134,0.764746,0.689326,0.785428,32.01
191,0.012747,0.755746,0.710816,0.785428,32.00
192,0.012111,0.722134,0.650894,0.785428,32.97
193,0.013017,0.689142,0.605936,0.785428,34.47
194,0.013119,0.697239,0.623962,0.785428,34.13
195,0.012992,0.752489,0.677723,0.785428,32.87
196,0.013077,0.685408,0.622083,0.785428,34.04
197,0.012595,0.656818,0.660720,0.785428,31.89
198,0.012371,0.757840,0.687992,0.785428,31.87
199,0.012485,0.682816,0.630360,0.785428,34.28
200,0.012629,0.690243,0.650283,0.785428,34.18
201,0.012942,0.753542,0.685973,0.785428,31.76
202,0.012812,0.723204,0.653952,0.785428,33.65
203,0.012507,0.718265,0.646756,0.785428,33.72
204,0.012118,0.702500,0.611465,0.785428,32.57
205,0.013295,0.670480,0.610469,0.785428,35.84
206,0.012742,0.758553,0.686216,0.785428,32.18
207,0.012856,0.734980,0.674809,0.785428,32.99
208,0.012339,0.721034,0.663920,0.785428,33.92
209,0.012666,0.695407,0.630450,0.785428,33.48
210,0.012791,0.742488,0.675375,0.785428,32.76
211,0.012478,0.738638,0.689049,0.785428,32.48
212,0.012246,0.708775,0.641181,0.785428,32.93
213,0.012473,0.692400,0.630388,0.785428,34.19
214,0.012620,0.697847,0.643632,0.785428,33.55
215,0.012386,0.709288,0.641451,0.785428,32.97
216,0.012624,0.656289,0.594519,0.785428,35.30
217,0.012803,0.740886,0.692272,0.785428,33.04
218,0.013078,0.655691,0.604363,0.785428,35.65
219,0.012832,0.713147,0.641340,0.785428,34.37
220,0.012531,0.726991,0.657133,0.785428,32.99
221,0.012205,0.757036,0.678944,0.785428,32.27
222,0.012547,0.751149,0.685937,0.785428,32.60
223,0.012617,0.760380,0.719974,0.785428,32.58
224,0.012372,0.752937,0.678997,0.785428,32.03
225,0.012852,0.704064,0.621274,0.785428,34.09
226,0.012373,0.731823,0.660053,0.785428,33.82
227,0.012635,0.666347,0.605188,0.785428,34.97
228,0.012691,0.748045,0.697781,0.785428,31.90
229,0.012509,0.727937,0.698010,0.785428,32.01
230,0.012429,0.742948,0.678348,0.785428,32.55
231,0.012327,0.754940,0.689699,0.785428,32.11
232,0.012821,0.674265,0.599276,0.785428,35.30
233,0.012420,0.738105,0.691611,0.785428,32.85
234,0.012057,0.739242,0.677030,0.785428,31.99
235,0.012478,0.758217,0.674823,0.785428,32.67
236,0.012367,0.751786,0.687866,0.785428,31.63
237,0.012864,0.662862,0.607022,0.785428,35.72
238,0.012600,0.753155,0.680751,0.785428,32.99
239,0.012289,0.760144,0.710222,0.785428,31.82
240,0.012391,0.731455,0.675331,0.785428,32.36
241,0.012292,0.651260,0.567779,0.785428,35.14
242,0.012683,0.656345,0.584385,0.785428,34.57
243,0.012510,0.741664,0.683202,0.785428,32.52
244,0.012098,0.764718,0.689493,0.785428,31.62
245,0.012377,0.690557,0.617498,0.785428,33.89
246,0.013371,0.513785,0.440843,0.785428,38.01
247,0.012649,0.646942,0.597132,0.785428,35.63
248,0.011986,0.695066,0.618372,0.785428,34.22
249,0.012384,0.703487,0.639920,0.785428,33.79
250,0.012629,0.753691,0.692279,0.785428,32.30
251,0.012871,0.743632,0.673063,0.785428,33.11
252,0.012398,0.719812,0.672035,0.785428,32.73
253,0.012037,0.750582,0.683544,0.785428,31.95
254,0.011853,0.737950,0.668016,0.785428,32.46
255,0.012299,0.714339,0.646854,0.785428,33.81
256,0.012221,0.684106,0.599103,0.785428,33.54
257,0.012439,0.685863,0.628260,0.785428,35.09
258,0.011954,0.698606,0.626503,0.785428,34.43
259,0.012502,0.637359,0.555476,0.785428,35.34
260,0.011978,0.749786,0.674486,0.785428,33.07
261,0.012587,0.707510,0.643352,0.785428,33.29
262,0.012532,0.714249,0.636403,0.785428,33.43
263,0.012240,0.715279,0.625341,0.785428,33.35
264,0.012508,0.640988,0.580118,0.785428,35.08
265,0.011877,0.751917,0.666123,0.785428,32.82
266,0.012238,0.734054,0.655394,0.785428,32.35
267,0.011927,0.746979,0.688729,0.785428,32.08
268,0.011773,0.751277,0.679226,0.785428,32.88
269,0.012078,0.744681,0.681318,0.785428,33.14
270,0.011980,0.752534,0.678338,0.785428,31.76
271,0.012753,0.584451,0.536412,0.785428,36.53
272,0.012102,0.694662,0.630556,0.785428,34.94
273,0.012537,0.722970,0.653861,0.785428,33.80
274,0.011671,0.637724,0.552052,0.785428,34.56
275,0.012233,0.751313,0.688353,0.785428,31.72
276,0.012151,0.708206,0.630641,0.785428,33.97
277,0.012253,0.723055,0.673148,0.785428,33.90
278,0.012541,0.643563,0.552578,0.785428,35.52
279,0.011825,0.700679,0.628273,0.785428,33.70
280,0.012143,0.693421,0.646405,0.785428,34.77
281,0.012393,0.704630,0.631582,0.785428,33.71
282,0.011990,0.716690,0.688078,0.785428,31.66
283,0.012129,0.681015,0.596913,0.785428,34.53
284,0.012374,0.651673,0.593652,0.785428,35.71
285,0.012011,0.754189,0.695475,0.785428,31.54
286,0.012115,0.725607,0.646266,0.785428,33.28
287,0.011439,0.755842,0.696355,0.785428,31.78
288,0.012614,0.756713,0.712269,0.785428,31.83
289,0.011964,0.633832,0.563816,0.785428,35.97
290,0.011585,0.735859,0.687496,0.785428,32.57
291,0.012255,0.759827,0.705557,0.785428,32.03
292,0.011936,0.748226,0.663035,0.785428,31.53
293,0.011744,0.743033,0.664940,0.785428,32.54
294,0.011783,0.740322,0.665973,0.785428,32.27
295,0.012110,0.726169,0.655298,0.785428,33.74
296,0.012273,0.676029,0.609058,0.785428,34.66
297,0.012433,0.749892,0.666222,0.785428,32.44
298,0.011693,0.755093,0.673821,0.785428,32.13
299,0.011943,0.627408,0.570434,0.785428,35.53
300,0.012749,0.760575,0.687891,0.785428,32.99
301,0.011983,0.601179,0.532768,0.785428,35.18
302,0.011647,0.707164,0.629839,0.785428,33.63
303,0.012818,0.664159,0.602379,0.785428,34.87
304,0.012131,0.736447,0.665820,0.785428,33.03
305,0.011947,0.737283,0.694139,0.785428,31.88
306,0.011641,0.740115,0.669510,0.785428,32.98
307,0.011903,0.723909,0.651359,0.785428,33.24
308,0.011961,0.760325,0.711261,0.785428,31.67
309,0.012110,0.744237,0.677800,0.785428,32.73
310,0.012172,0.743875,0.698982,0.785428,31.75
311,0.011897,0.758913,0.694018,0.785428,33.09
312,0.011864,0.732786,0.669600,0.785428,32.66
313,0.011409,0.745023,0.705179,0.785428,31.93
314,0.012370,0.744969,0.684739,0.785428,32.47
315,0.011820,0.758837,0.705116,0.785428,32.22
316,0.012019,0.645011,0.576038,0.785428,34.90
317,0.012101,0.731321,0.663460,0.785428,33.51
318,0.011502,0.725467,0.665779,0.785428,33.25
319,0.011303,0.707391,0.712611,0.785428,31.90
320,0.011595,0.729317,0.650686,0.785428,34.11
321,0.011908,0.608088,0.553323,0.785428,35.89
322,0.011842,0.756256,0.700339,0.785428,32.19
323,0.012097,0.710471,0.688579,0.785428,32.35
324,0.011339,0.732292,0.654711,0.785428,32.78
325,0.011907,0.707407,0.643643,0.785428,33.12
326,0.011987,0.745658,0.704176,0.785428,31.28
327,0.011899,0.719512,0.700533,0.785428,30.75
328,0.011443,0.663719,0.596787,0.785428,34.15
329,0.012058,0.753701,0.717946,0.785428,31.77
330,0.011825,0.680596,0.605764,0.785428,35.13
331,0.012225,0.731243,0.649754,0.785428,33.57
332,0.012015,0.713978,0.651033,0.785428,33.02
333,0.012177,0.671483,0.606304,0.785428,34.53
334,0.012023,0.740864,0.658060,0.785428,32.90
335,0.011773,0.737143,0.662871,0.785428,32.51
336,0.011863,0.741594,0.678892,0.785428,33.79
337,0.011559,0.694361,0.619991,0.785428,35.08
338,0.011851,0.748847,0.685793,0.785428,32.04
339,0.012058,0.750529,0.675647,0.785428,33.36
340,0.011659,0.725154,0.660141,0.785428,32.63
341,0.011375,0.497861,0.414902,0.785428,38.13
342,0.011923,0.760580,0.706188,0.785428,31.63
343,0.011613,0.756377,0.700518,0.785428,32.05
344,0.011972,0.701103,0.644554,0.785428,34.04
345,0.011599,0.612179,0.633240,0.785428,32.12
346,0.011964,0.650474,0.579041,0.785428,35.50
347,0.012145,0.733015,0.667688,0.785428,33.19
348,0.011725,0.721446,0.657307,0.785428,33.11
349,0.011658,0.617139,0.581819,0.785428,36.44
350,0.011916,0.721631,0.671064,0.785428,32.83
351,0.011609,0.749379,0.688848,0.785428,31.85
352,0.011482,0.550067,0.489229,0.785428,37.82
353,0.011339,0.758959,0.692019,0.785428,32.89
354,0.011348,0.701798,0.639637,0.785428,34.24
355,0.011543,0.701412,0.645052,0.785428,34.04
356,0.011807,0.700193,0.634880,0.785428,34.35
357,0.011494,0.746880,0.697627,0.785428,31.78
358,0.012250,0.763389,0.697812,0.785428,31.90
359,0.011819,0.738151,0.660971,0.785428,33.14
360,0.011525,0.700967,0.636111,0.785428,33.70
361,0.011478,0.739823,0.667270,0.785428,32.65
362,0.011418,0.563857,0.488282,0.785428,38.29
363,0.011671,0.601874,0.553851,0.785428,37.00
364,0.011853,0.724275,0.649752,0.785428,33.32
365,0.011437,0.761558,0.707060,0.785428,31.49
366,0.011387,0.753291,0.678813,0.785428,31.92
367,0.011612,0.743773,0.660374,0.785428,32.60
368,0.011618,0.575930,0.506096,0.785428,36.91
369,0.011484,0.760448,0.709621,0.785428,31.24
370,0.012207,0.716979,0.702973,0.785428,31.89
371,0.011655,0.735550,0.655638,0.785428,33.43
372,0.011572,0.705191,0.617839,0.785428,33.20
373,0.012107,0.756055,0.712436,0.785428,32.24
374,0.011629,0.714505,0.698632,0.785428,32.59
375,0.011591,0.739173,0.686243,0.785428,33.22
376,0.011497,0.743733,0.667956,0.785428,32.95
377,0.011525,0.624383,0.554321,0.785428,36.38
378,0.011236,0.741437,0.704140,0.785428,32.95
379,0.011608,0.748560,0.675583,0.785428,32.76
380,0.011217,0.668948,0.596545,0.785428,34.31
381,0.011312,0.747573,0.669284,0.785428,32.62
382,0.011410,0.719253,0.641804,0.785428,32.87
383,0.011370,0.477891,0.403607,0.785428,39.99
384,0.011935,0.695468,0.615237,0.785428,34.98
385,0.011706,0.724437,0.659596,0.785428,33.09
386,0.011711,0.747770,0.677681,0.785428,32.95
387,0.011768,0.644677,0.557147,0.785428,35.44
388,0.011674,0.698769,0.634588,0.785428,34.75
389,0.011269,0.715922,0.685263,0.785428,31.97
390,0.011527,0.662174,0.586211,0.785428,36.17
391,0.011698,0.726419,0.641005,0.785428,33.11
392,0.011920,0.698077,0.636538,0.785428,34.19
393,0.011267,0.762870,0.708939,0.785428,30.99
394,0.012207,0.569307,0.601796,0.785428,32.86
395,0.011313,0.753690,0.684558,0.785428,32.47
396,0.011300,0.723029,0.648196,0.785428,33.73
397,0.011492,0.771758,0.686896,0.785428,32.44
398,0.011391,0.719534,0.644192,0.785428,32.95
399,0.011431,0.767964,0.704051,0.785428,31.60
400,0.011167,0.630507,0.542908,0.785428,35.71
401,0.011499,0.734333,0.652320,0.785428,33.10
402,0.011146,0.739491,0.662260,0.785428,32.40
403,0.011334,0.705127,0.617523,0.785428,34.22
404,0.011428,0.761642,0.702995,0.785428,32.10
405,0.011197,0.633915,0.571971,0.785428,35.66
406,0.010796,0.706534,0.620520,0.785428,32.42
407,0.011909,0.763205,0.683013,0.785428,31.94
408,0.011147,0.711524,0.687688,0.785428,31.46
409,0.011084,0.710410,0.655331,0.785428,33.31
410,0.011561,0.750751,0.687560,0.785428,32.23
411,0.011167,0.768017,0.690251,0.785428,31.94
412,0.010988,0.757634,0.680881,0.785428,32.41
413,0.011102,0.754784,0.694493,0.785428,32.02
414,0.011110,0.755506,0.706953,0.785428,31.62
415,0.011634,0.776319,0.712735,0.785428,31.65
416,0.011508,0.755242,0.683408,0.785428,32.90
417,0.011606,0.719833,0.636458,0.785428,33.13
418,0.011117,0.760952,0.684320,0.785428,32.58
419,0.011209,0.752988,0.694808,0.785428,31.93
420,0.011335,0.654233,0.580667,0.785428,35.52
421,0.011223,0.592046,0.503212,0.785428,35.62
422,0.011517,0.748626,0.672922,0.785428,32.40
423,0.011421,0.723743,0.637464,0.785428,33.18
424,0.011451,0.747881,0.670421,0.785428,32.98
425,0.011421,0.748911,0.676008,0.785428,33.63
426,0.011290,0.673854,0.603899,0.785428,34.89
427,0.011521,0.748791,0.688186,0.785428,32.43
428,0.010866,0.748878,0.684462,0.785428,32.73
429,0.010959,0.743421,0.699064,0.785428,32.71
430,0.011773,0.767707,0.706533,0.785428,32.11
431,0.011247,0.704557,0.644114,0.785428,33.95
432,0.011132,0.705781,0.626413,0.785428,33.67
433,0.011326,0.698334,0.619661,0.785428,33.33
434,0.011344,0.742625,0.679371,0.785428,32.99
435,0.011077,0.744288,0.701014,0.785428,32.10
436,0.011568,0.774822,0.721812,0.785428,31.76
437,0.011342,0.743733,0.659513,0.785428,33.12
438,0.011044,0.723454,0.692972,0.785428,32.36
439,0.011520,0.744020,0.667410,0.785428,33.15
440,0.011497,0.755311,0.708317,0.785428,32.06
441,0.011585,0.740787,0.692899,0.785428,32.24
442,0.011352,0.762332,0.696365,0.785428,32.45
443,0.010643,0.756967,0.703851,0.785428,32.52
444,0.011261,0.731866,0.669375,0.785428,33.79
445,0.011398,0.742895,0.714634,0.785428,31.90
446,0.010870,0.612170,0.557176,0.785428,36.18
447,0.011116,0.752858,0.701665,0.785428,30.96
448,0.011252,0.754577,0.687411,0.785428,32.53
449,0.011310,0.711220,0.628351,0.785428,33.58
450,0.011321,0.753436,0.695299,0.785428,32.21
451,0.011164,0.662529,0.579912,0.785428,34.86
452,0.011170,0.758260,0.676764,0.785428,32.09
453,0.011304,0.768044,0.689546,0.785428,32.21
454,0.010728,0.735732,0.665378,0.785428,33.04
455,0.011031,0.699585,0.637269,0.785428,34.18
456,0.010896,0.733490,0.699207,0.785428,31.30
457,0.011032,0.698849,0.633708,0.785428,35.22
458,0.011256,0.742089,0.663432,0.785428,32.61
459,0.010979,0.720793,0.653804,0.785428,33.01
460,0.011378,0.705682,0.637216,0.785428,35.13
461,0.011243,0.774761,0.695200,0.785428,31.86
462,0.010868,0.712277,0.639874,0.785428,33.99
463,0.011010,0.713949,0.639800,0.785428,33.89
464,0.011378,0.681707,0.631555,0.785428,35.07
465,0.011147,0.750555,0.673967,0.785428,32.22
466,0.010968,0.754805,0.686193,0.785428,31.52
467,0.011126,0.761456,0.709481,0.785428,30.94
468,0.011237,0.756977,0.702047,0.785428,31.56
469,0.011479,0.744758,0.688054,0.785428,32.82
470,0.011314,0.734620,0.700166,0.785428,32.37
471,0.010847,0.736327,0.665638,0.785428,32.89
472,0.010859,0.732996,0.655498,0.785428,33.51
473,0.011200,0.659310,0.568181,0.785428,33.98
474,0.011238,0.600016,0.564474,0.785428,37.56
475,0.010797,0.623001,0.543538,0.785428,36.33
476,0.010830,0.736790,0.709948,0.785428,31.13
477,0.011460,0.721849,0.622303,0.785428,32.85
478,0.011126,0.710740,0.622040,0.785428,33.52
479,0.011182,0.698030,0.620102,0.785428,34.02
480,0.011491,0.728495,0.642034,0.785428,34.15
481,0.011108,0.751179,0.694406,0.785428,31.86
482,0.011475,0.665789,0.579599,0.785428,34.88
483,0.011550,0.744657,0.667497,0.785428,32.97
484,0.011267,0.718968,0.644200,0.785428,33.21
